,Title,Vote,Name
58121,UNIFORM ENVIRONMENTAL COVENANT,yes,Watson
58122,UNIFORM ENVIRONMENTAL COVENANT,yes,Jacobs
58123,UNIFORM ENVIRONMENTAL COVENANT,yes,"Jones, J."
58124,UNIFORM ENVIRONMENTAL COVENANT,yes,"Jones, E."
58125,UNIFORM ENVIRONMENTAL COVENANT,yes,Delgado
58126,UNIFORM ENVIRONMENTAL COVENANT,yes,Demuzio
58127,UNIFORM ENVIRONMENTAL COVENANT,not voting,Lightford
58128,UNIFORM ENVIRONMENTAL COVENANT,not voting,Martinez
58129,UNIFORM ENVIRONMENTAL COVENANT,yes,Noland
58130,UNIFORM ENVIRONMENTAL COVENANT,yes,Radogno
58131,UNIFORM ENVIRONMENTAL COVENANT,yes,Wilhelmi
58132,UNIFORM ENVIRONMENTAL COVENANT,yes,Dahl
58133,UNIFORM ENVIRONMENTAL COVENANT,yes,DeLeo
58134,UNIFORM ENVIRONMENTAL COVENANT,yes,Hunter
58135,UNIFORM ENVIRONMENTAL COVENANT,yes,Koehler
58136,UNIFORM ENVIRONMENTAL COVENANT,yes,Kotowski
58137,UNIFORM ENVIRONMENTAL COVENANT,yes,Pankau
58138,UNIFORM ENVIRONMENTAL COVENANT,yes,Peterson
58139,UNIFORM ENVIRONMENTAL COVENANT,yes,Raoul
58140,UNIFORM ENVIRONMENTAL COVENANT,yes,Righter
58141,UNIFORM ENVIRONMENTAL COVENANT,yes,Risinger
58142,UNIFORM ENVIRONMENTAL COVENANT,yes,Rutherford
58143,UNIFORM ENVIRONMENTAL COVENANT,yes,Sandoval
58144,UNIFORM ENVIRONMENTAL COVENANT,yes,Madigan
58145,UNIFORM ENVIRONMENTAL COVENANT,yes,Acevedo
58146,UNIFORM ENVIRONMENTAL COVENANT,yes,Arroyo
58147,UNIFORM ENVIRONMENTAL COVENANT,yes,Bassi
58148,UNIFORM ENVIRONMENTAL COVENANT,yes,Beaubien
58149,UNIFORM ENVIRONMENTAL COVENANT,yes,Beiser
58150,UNIFORM ENVIRONMENTAL COVENANT,yes,Bellock
58151,UNIFORM ENVIRONMENTAL COVENANT,yes,Mathias
58152,UNIFORM ENVIRONMENTAL COVENANT,yes,Berrios
58153,UNIFORM ENVIRONMENTAL COVENANT,yes,Biggins
58154,UNIFORM ENVIRONMENTAL COVENANT,yes,Mautino
58155,UNIFORM ENVIRONMENTAL COVENANT,excused,Black
58156,UNIFORM ENVIRONMENTAL COVENANT,yes,Boland
58157,UNIFORM ENVIRONMENTAL COVENANT,yes,May
58158,UNIFORM ENVIRONMENTAL COVENANT,yes,Bost
58159,UNIFORM ENVIRONMENTAL COVENANT,yes,Brauer
58160,UNIFORM ENVIRONMENTAL COVENANT,yes,Brosnahan
58161,UNIFORM ENVIRONMENTAL COVENANT,yes,Moffitt
58162,UNIFORM ENVIRONMENTAL COVENANT,yes,Crespo
58163,UNIFORM ENVIRONMENTAL COVENANT,yes,Eddy
58164,UNIFORM ENVIRONMENTAL COVENANT,yes,Golar
58165,UNIFORM ENVIRONMENTAL COVENANT,yes,Munson
58166,UNIFORM ENVIRONMENTAL COVENANT,yes,Granberg
58167,UNIFORM ENVIRONMENTAL COVENANT,yes,Hoffman
58168,UNIFORM ENVIRONMENTAL COVENANT,yes,Jefferies
58169,UNIFORM ENVIRONMENTAL COVENANT,yes,Jefferson
58170,UNIFORM ENVIRONMENTAL COVENANT,yes,Krause
58171,UNIFORM ENVIRONMENTAL COVENANT,yes,Lang
58172,UNIFORM ENVIRONMENTAL COVENANT,yes,Leitch
58173,UNIFORM ENVIRONMENTAL COVENANT,yes,Lindner
58174,UNIFORM ENVIRONMENTAL COVENANT,yes,Reitz
58175,UNIFORM ENVIRONMENTAL COVENANT,yes,Lyons
58176,UNIFORM ENVIRONMENTAL COVENANT,yes,Dugan
58177,UNIFORM ENVIRONMENTAL COVENANT,yes,Dunkin
58178,UNIFORM ENVIRONMENTAL COVENANT,yes,Dunn
58179,UNIFORM ENVIRONMENTAL COVENANT,yes,Durkin
58180,UNIFORM ENVIRONMENTAL COVENANT,yes,Feigenholtz
58181,UNIFORM ENVIRONMENTAL COVENANT,yes,McAuliffe
58182,UNIFORM ENVIRONMENTAL COVENANT,yes,McCarthy
58183,UNIFORM ENVIRONMENTAL COVENANT,yes,Mendoza
58184,UNIFORM ENVIRONMENTAL COVENANT,yes,Meyer
58185,UNIFORM ENVIRONMENTAL COVENANT,yes,Molaro
58186,UNIFORM ENVIRONMENTAL COVENANT,yes,Mulligan
58187,UNIFORM ENVIRONMENTAL COVENANT,yes,Myers
58188,UNIFORM ENVIRONMENTAL COVENANT,yes,Nekritz
58189,UNIFORM ENVIRONMENTAL COVENANT,yes,McGuire
58190,UNIFORM ENVIRONMENTAL COVENANT,yes,Phelps
58191,UNIFORM ENVIRONMENTAL COVENANT,yes,Pihos
58192,UNIFORM ENVIRONMENTAL COVENANT,yes,Tracy
58193,UNIFORM ENVIRONMENTAL COVENANT,yes,"Bradley, John"
58194,UNIFORM ENVIRONMENTAL COVENANT,yes,Tryon
58195,UNIFORM ENVIRONMENTAL COVENANT,yes,Smith
58196,UNIFORM ENVIRONMENTAL COVENANT,yes,Miller
58197,UNIFORM ENVIRONMENTAL COVENANT,yes,Turner
58198,UNIFORM ENVIRONMENTAL COVENANT,yes,Brady
58199,UNIFORM ENVIRONMENTAL COVENANT,yes,"Mitchell, Bill"
58200,UNIFORM ENVIRONMENTAL COVENANT,yes,Verschoore
58201,UNIFORM ENVIRONMENTAL COVENANT,yes,Wait
58202,UNIFORM ENVIRONMENTAL COVENANT,yes,Winters
58203,UNIFORM ENVIRONMENTAL COVENANT,yes,Yarbrough
58204,UNIFORM ENVIRONMENTAL COVENANT,yes,Stephens
58205,UNIFORM ENVIRONMENTAL COVENANT,yes,Burke
58206,UNIFORM ENVIRONMENTAL COVENANT,yes,Sullivan
58207,UNIFORM ENVIRONMENTAL COVENANT,yes,Hannig
58208,UNIFORM ENVIRONMENTAL COVENANT,yes,Harris
58209,UNIFORM ENVIRONMENTAL COVENANT,yes,Collins
58210,UNIFORM ENVIRONMENTAL COVENANT,yes,Hernandez
58211,UNIFORM ENVIRONMENTAL COVENANT,yes,Howard
58212,UNIFORM ENVIRONMENTAL COVENANT,yes,Chapa LaVia
58213,UNIFORM ENVIRONMENTAL COVENANT,yes,Coladipietro
58214,UNIFORM ENVIRONMENTAL COVENANT,yes,Cole
58215,UNIFORM ENVIRONMENTAL COVENANT,yes,Colvin
58216,UNIFORM ENVIRONMENTAL COVENANT,yes,Coulson
58217,UNIFORM ENVIRONMENTAL COVENANT,yes,Cross
58218,UNIFORM ENVIRONMENTAL COVENANT,yes,Cultra
58219,UNIFORM ENVIRONMENTAL COVENANT,yes,Flider
58220,UNIFORM ENVIRONMENTAL COVENANT,yes,Flowers
58221,UNIFORM ENVIRONMENTAL COVENANT,yes,Ford
58222,UNIFORM ENVIRONMENTAL COVENANT,yes,Fortner
58223,UNIFORM ENVIRONMENTAL COVENANT,yes,Franks
58224,UNIFORM ENVIRONMENTAL COVENANT,yes,Fritchey
58225,UNIFORM ENVIRONMENTAL COVENANT,yes,Froehlich
58226,UNIFORM ENVIRONMENTAL COVENANT,yes,Gordon
58227,UNIFORM ENVIRONMENTAL COVENANT,yes,Graham
58228,UNIFORM ENVIRONMENTAL COVENANT,yes,Hamos
58229,UNIFORM ENVIRONMENTAL COVENANT,yes,Hassert
58230,UNIFORM ENVIRONMENTAL COVENANT,yes,Holbrook
58231,UNIFORM ENVIRONMENTAL COVENANT,yes,Jakobsson
58232,UNIFORM ENVIRONMENTAL COVENANT,yes,Joyce
58233,UNIFORM ENVIRONMENTAL COVENANT,yes,"Davis, Monique"
58234,UNIFORM ENVIRONMENTAL COVENANT,yes,"Davis, William"
58235,UNIFORM ENVIRONMENTAL COVENANT,excused,"Bradley, Richard"
58236,UNIFORM ENVIRONMENTAL COVENANT,excused,"Mitchell, Jerry"
58237,UNIFORM ENVIRONMENTAL COVENANT,excused,Watson
58238,UNIFORM ENVIRONMENTAL COVENANT,excused,Osterman
58239,UNIFORM ENVIRONMENTAL COVENANT,excused,Patterson
58240,UNIFORM ENVIRONMENTAL COVENANT,yes,Poe
58241,UNIFORM ENVIRONMENTAL COVENANT,absent,Washington
58242,UNIFORM ENVIRONMENTAL COVENANT,yes,Younge
58243,UNIFORM ENVIRONMENTAL COVENANT,yes,Currie
58244,UNIFORM ENVIRONMENTAL COVENANT,yes,D'Amico
58245,UNIFORM ENVIRONMENTAL COVENANT,yes,Kosel
58246,UNIFORM ENVIRONMENTAL COVENANT,yes,Osmond
58247,UNIFORM ENVIRONMENTAL COVENANT,yes,Pritchard
58248,UNIFORM ENVIRONMENTAL COVENANT,yes,Ramey
58249,UNIFORM ENVIRONMENTAL COVENANT,yes,Reboletti
58250,UNIFORM ENVIRONMENTAL COVENANT,yes,Reis
58251,UNIFORM ENVIRONMENTAL COVENANT,yes,Riley
58252,UNIFORM ENVIRONMENTAL COVENANT,yes,Rita
58253,UNIFORM ENVIRONMENTAL COVENANT,yes,Rose
58254,UNIFORM ENVIRONMENTAL COVENANT,yes,Ryg
58255,UNIFORM ENVIRONMENTAL COVENANT,yes,Sacia
58256,UNIFORM ENVIRONMENTAL COVENANT,yes,Saviano
58257,UNIFORM ENVIRONMENTAL COVENANT,yes,Schmitz
58258,UNIFORM ENVIRONMENTAL COVENANT,yes,Schock
58259,UNIFORM ENVIRONMENTAL COVENANT,yes,Scully
58260,UNIFORM ENVIRONMENTAL COVENANT,yes,Sommer
58261,UNIFORM ENVIRONMENTAL COVENANT,yes,Soto
61764,ENVIRONMENTAL JUSTICE AGENDA,yes,"Anderson, Neil"
61765,ENVIRONMENTAL JUSTICE AGENDA,yes,"Hunter, Mattie"
61766,ENVIRONMENTAL JUSTICE AGENDA,yes,"Link, Terry"
61767,ENVIRONMENTAL JUSTICE AGENDA,yes,"Martinez, Iris Y"
61768,ENVIRONMENTAL JUSTICE AGENDA,yes,"Rezin, Sue"
61769,ENVIRONMENTAL JUSTICE AGENDA,yes,"Nybo, Chris"
61770,ENVIRONMENTAL JUSTICE AGENDA,yes,"Van Pelt, Patricia"
61771,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Brady, William E"
61772,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Clayborne Jr., James F"
61773,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Lightford, Kimberly A"
61774,ENVIRONMENTAL JUSTICE AGENDA,not voting,"McConnaughay, Karen"
61775,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Trotter, Donne E"
61776,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Sandoval, Martin A"
71023,DRYCLEANER ENVIRONMENTAL FUND,yes,Lang
71024,DRYCLEANER ENVIRONMENTAL FUND,yes,Lindner
71025,DRYCLEANER ENVIRONMENTAL FUND,yes,Acevedo
71026,DRYCLEANER ENVIRONMENTAL FUND,yes,Arroyo
71027,DRYCLEANER ENVIRONMENTAL FUND,yes,Bassi
71028,DRYCLEANER ENVIRONMENTAL FUND,yes,Beaubien
71029,DRYCLEANER ENVIRONMENTAL FUND,yes,Beiser
71030,DRYCLEANER ENVIRONMENTAL FUND,no,Bellock
71031,DRYCLEANER ENVIRONMENTAL FUND,yes,Berrios
71032,DRYCLEANER ENVIRONMENTAL FUND,yes,Biggins
71033,DRYCLEANER ENVIRONMENTAL FUND,yes,Mautino
71034,DRYCLEANER ENVIRONMENTAL FUND,no,Black
71035,DRYCLEANER ENVIRONMENTAL FUND,yes,Boland
71036,DRYCLEANER ENVIRONMENTAL FUND,yes,May
71037,DRYCLEANER ENVIRONMENTAL FUND,no,Bost
71038,DRYCLEANER ENVIRONMENTAL FUND,yes,Brauer
71039,DRYCLEANER ENVIRONMENTAL FUND,yes,Brosnahan
71040,DRYCLEANER ENVIRONMENTAL FUND,yes,Moffitt
71041,DRYCLEANER ENVIRONMENTAL FUND,no,Coulson
71042,DRYCLEANER ENVIRONMENTAL FUND,yes,Crespo
71043,DRYCLEANER ENVIRONMENTAL FUND,no,Eddy
71044,DRYCLEANER ENVIRONMENTAL FUND,yes,Munson
71045,DRYCLEANER ENVIRONMENTAL FUND,yes,Granberg
71046,DRYCLEANER ENVIRONMENTAL FUND,yes,Hoffman
71047,DRYCLEANER ENVIRONMENTAL FUND,yes,Jefferies
71048,DRYCLEANER ENVIRONMENTAL FUND,other,Jefferson
71049,DRYCLEANER ENVIRONMENTAL FUND,yes,Mathias
71050,DRYCLEANER ENVIRONMENTAL FUND,yes,McAuliffe
71051,DRYCLEANER ENVIRONMENTAL FUND,yes,McCarthy
71052,DRYCLEANER ENVIRONMENTAL FUND,yes,Mendoza
71053,DRYCLEANER ENVIRONMENTAL FUND,yes,Meyer
71054,DRYCLEANER ENVIRONMENTAL FUND,yes,Schock
71055,DRYCLEANER ENVIRONMENTAL FUND,yes,Scully
71056,DRYCLEANER ENVIRONMENTAL FUND,yes,Reitz
71057,DRYCLEANER ENVIRONMENTAL FUND,yes,Lyons
71058,DRYCLEANER ENVIRONMENTAL FUND,yes,McGuire
71059,DRYCLEANER ENVIRONMENTAL FUND,yes,"Bradley, John"
71060,DRYCLEANER ENVIRONMENTAL FUND,yes,Dugan
71061,DRYCLEANER ENVIRONMENTAL FUND,yes,Flider
71062,DRYCLEANER ENVIRONMENTAL FUND,yes,Flowers
71063,DRYCLEANER ENVIRONMENTAL FUND,yes,Ford
71064,DRYCLEANER ENVIRONMENTAL FUND,yes,Franks
71065,DRYCLEANER ENVIRONMENTAL FUND,yes,Fritchey
71066,DRYCLEANER ENVIRONMENTAL FUND,yes,Froehlich
71067,DRYCLEANER ENVIRONMENTAL FUND,yes,Smith
71068,DRYCLEANER ENVIRONMENTAL FUND,yes,Miller
71069,DRYCLEANER ENVIRONMENTAL FUND,no,Krause
71070,DRYCLEANER ENVIRONMENTAL FUND,no,Leitch
71071,DRYCLEANER ENVIRONMENTAL FUND,yes,"Mitchell, Jerry"
71072,DRYCLEANER ENVIRONMENTAL FUND,yes,Madigan
71073,DRYCLEANER ENVIRONMENTAL FUND,yes,Molaro
71074,DRYCLEANER ENVIRONMENTAL FUND,no,Mulligan
71075,DRYCLEANER ENVIRONMENTAL FUND,yes,Burke
71076,DRYCLEANER ENVIRONMENTAL FUND,no,Myers
71077,DRYCLEANER ENVIRONMENTAL FUND,yes,Nekritz
71078,DRYCLEANER ENVIRONMENTAL FUND,yes,Hannig
71079,DRYCLEANER ENVIRONMENTAL FUND,yes,Harris
71080,DRYCLEANER ENVIRONMENTAL FUND,yes,Phelps
71081,DRYCLEANER ENVIRONMENTAL FUND,yes,Collins
71082,DRYCLEANER ENVIRONMENTAL FUND,yes,Hernandez
71083,DRYCLEANER ENVIRONMENTAL FUND,no,Pihos
71084,DRYCLEANER ENVIRONMENTAL FUND,no,Sommer
71085,DRYCLEANER ENVIRONMENTAL FUND,yes,Soto
71086,DRYCLEANER ENVIRONMENTAL FUND,no,Tracy
71087,DRYCLEANER ENVIRONMENTAL FUND,yes,Howard
71088,DRYCLEANER ENVIRONMENTAL FUND,yes,Tryon
71089,DRYCLEANER ENVIRONMENTAL FUND,other,Turner
71090,DRYCLEANER ENVIRONMENTAL FUND,yes,Verschoore
71091,DRYCLEANER ENVIRONMENTAL FUND,yes,Joyce
71092,DRYCLEANER ENVIRONMENTAL FUND,yes,"Davis, William"
71093,DRYCLEANER ENVIRONMENTAL FUND,no,Wait
71094,DRYCLEANER ENVIRONMENTAL FUND,no,Winters
71095,DRYCLEANER ENVIRONMENTAL FUND,yes,Yarbrough
71096,DRYCLEANER ENVIRONMENTAL FUND,yes,Younge
71097,DRYCLEANER ENVIRONMENTAL FUND,no,Brady
71098,DRYCLEANER ENVIRONMENTAL FUND,no,"Mitchell, Bill"
71099,DRYCLEANER ENVIRONMENTAL FUND,no,Stephens
71100,DRYCLEANER ENVIRONMENTAL FUND,no,Sullivan
71101,DRYCLEANER ENVIRONMENTAL FUND,other,"Davis, Monique"
71102,DRYCLEANER ENVIRONMENTAL FUND,excused,"Bradley, Richard"
71103,DRYCLEANER ENVIRONMENTAL FUND,yes,Chapa LaVia
71104,DRYCLEANER ENVIRONMENTAL FUND,no,Coladipietro
71105,DRYCLEANER ENVIRONMENTAL FUND,no,Cole
71106,DRYCLEANER ENVIRONMENTAL FUND,yes,Colvin
71107,DRYCLEANER ENVIRONMENTAL FUND,yes,Cross
71108,DRYCLEANER ENVIRONMENTAL FUND,no,Cultra
71109,DRYCLEANER ENVIRONMENTAL FUND,yes,Currie
71110,DRYCLEANER ENVIRONMENTAL FUND,yes,D'Amico
71111,DRYCLEANER ENVIRONMENTAL FUND,other,Dunkin
71112,DRYCLEANER ENVIRONMENTAL FUND,no,Durkin
71113,DRYCLEANER ENVIRONMENTAL FUND,excused,Feigenholtz
71114,DRYCLEANER ENVIRONMENTAL FUND,no,Fortner
71115,DRYCLEANER ENVIRONMENTAL FUND,yes,Golar
71116,DRYCLEANER ENVIRONMENTAL FUND,yes,Graham
71117,DRYCLEANER ENVIRONMENTAL FUND,yes,Hamos
71118,DRYCLEANER ENVIRONMENTAL FUND,yes,Hassert
71119,DRYCLEANER ENVIRONMENTAL FUND,yes,Holbrook
71120,DRYCLEANER ENVIRONMENTAL FUND,yes,Jakobsson
71121,DRYCLEANER ENVIRONMENTAL FUND,no,Kosel
71122,DRYCLEANER ENVIRONMENTAL FUND,excused,Watson
71123,DRYCLEANER ENVIRONMENTAL FUND,excused,Washington
71124,DRYCLEANER ENVIRONMENTAL FUND,not voting,Dunn
71125,DRYCLEANER ENVIRONMENTAL FUND,excused,Gordon
71126,DRYCLEANER ENVIRONMENTAL FUND,no,Osmond
71127,DRYCLEANER ENVIRONMENTAL FUND,excused,Osterman
71128,DRYCLEANER ENVIRONMENTAL FUND,excused,Patterson
71129,DRYCLEANER ENVIRONMENTAL FUND,yes,Poe
71130,DRYCLEANER ENVIRONMENTAL FUND,no,Pritchard
71131,DRYCLEANER ENVIRONMENTAL FUND,no,Ramey
71132,DRYCLEANER ENVIRONMENTAL FUND,no,Reboletti
71133,DRYCLEANER ENVIRONMENTAL FUND,no,Reis
71134,DRYCLEANER ENVIRONMENTAL FUND,yes,Riley
71135,DRYCLEANER ENVIRONMENTAL FUND,yes,Rita
71136,DRYCLEANER ENVIRONMENTAL FUND,no,Rose
71137,DRYCLEANER ENVIRONMENTAL FUND,yes,Ryg
71138,DRYCLEANER ENVIRONMENTAL FUND,yes,Sacia
71139,DRYCLEANER ENVIRONMENTAL FUND,yes,Saviano
71140,DRYCLEANER ENVIRONMENTAL FUND,yes,Schmitz
75153,ILLINOIS CLIMATE CHANGE ACT,yes,Lauzen
75154,ILLINOIS CLIMATE CHANGE ACT,yes,Althoff
75155,ILLINOIS CLIMATE CHANGE ACT,yes,Martinez
75156,ILLINOIS CLIMATE CHANGE ACT,no,Bomke
75157,ILLINOIS CLIMATE CHANGE ACT,yes,Bond
75158,ILLINOIS CLIMATE CHANGE ACT,no,Burzynski
75159,ILLINOIS CLIMATE CHANGE ACT,yes,Cronin
75160,ILLINOIS CLIMATE CHANGE ACT,yes,Garrett
75161,ILLINOIS CLIMATE CHANGE ACT,yes,Halvorson
75162,ILLINOIS CLIMATE CHANGE ACT,no,Hultgren
75163,ILLINOIS CLIMATE CHANGE ACT,yes,Hunter
75164,ILLINOIS CLIMATE CHANGE ACT,yes,Koehler
75165,ILLINOIS CLIMATE CHANGE ACT,no,Brady
75166,ILLINOIS CLIMATE CHANGE ACT,yes,Kotowski
75167,ILLINOIS CLIMATE CHANGE ACT,yes,Lightford
75168,ILLINOIS CLIMATE CHANGE ACT,yes,Link
75169,ILLINOIS CLIMATE CHANGE ACT,yes,Maloney
75170,ILLINOIS CLIMATE CHANGE ACT,yes,Meeks
75171,ILLINOIS CLIMATE CHANGE ACT,yes,Millner
75172,ILLINOIS CLIMATE CHANGE ACT,yes,Noland
75173,ILLINOIS CLIMATE CHANGE ACT,yes,Raoul
75174,ILLINOIS CLIMATE CHANGE ACT,yes,Schoenberg
75175,ILLINOIS CLIMATE CHANGE ACT,yes,Sieben
75176,ILLINOIS CLIMATE CHANGE ACT,yes,Silverstein
75177,ILLINOIS CLIMATE CHANGE ACT,yes,Collins
75178,ILLINOIS CLIMATE CHANGE ACT,yes,Sullivan
75179,ILLINOIS CLIMATE CHANGE ACT,yes,Munoz
75180,ILLINOIS CLIMATE CHANGE ACT,yes,Trotter
75181,ILLINOIS CLIMATE CHANGE ACT,yes,Cullerton
75182,ILLINOIS CLIMATE CHANGE ACT,yes,Jacobs
75183,ILLINOIS CLIMATE CHANGE ACT,yes,Viverito
75184,ILLINOIS CLIMATE CHANGE ACT,yes,Delgado
75185,ILLINOIS CLIMATE CHANGE ACT,yes,"Jones, E."
75186,ILLINOIS CLIMATE CHANGE ACT,yes,Wilhelmi
75187,ILLINOIS CLIMATE CHANGE ACT,yes,Clayborne
75188,ILLINOIS CLIMATE CHANGE ACT,yes,Crotty
75189,ILLINOIS CLIMATE CHANGE ACT,yes,DeLeo
75190,ILLINOIS CLIMATE CHANGE ACT,yes,Dillard
75191,ILLINOIS CLIMATE CHANGE ACT,no,Forby
75192,ILLINOIS CLIMATE CHANGE ACT,yes,Frerichs
75193,ILLINOIS CLIMATE CHANGE ACT,yes,Haine
75194,ILLINOIS CLIMATE CHANGE ACT,yes,Harmon
75195,ILLINOIS CLIMATE CHANGE ACT,yes,Hendon
75196,ILLINOIS CLIMATE CHANGE ACT,yes,Holmes
75197,ILLINOIS CLIMATE CHANGE ACT,no,Murphy
75198,ILLINOIS CLIMATE CHANGE ACT,no,Watson
75199,ILLINOIS CLIMATE CHANGE ACT,no,"Jones, J."
75200,ILLINOIS CLIMATE CHANGE ACT,no,Demuzio
75201,ILLINOIS CLIMATE CHANGE ACT,not voting,Luechtefeld
75202,ILLINOIS CLIMATE CHANGE ACT,not voting,Syverson
75203,ILLINOIS CLIMATE CHANGE ACT,no,Dahl
75204,ILLINOIS CLIMATE CHANGE ACT,yes,Pankau
75205,ILLINOIS CLIMATE CHANGE ACT,yes,Peterson
75206,ILLINOIS CLIMATE CHANGE ACT,no,Radogno
75207,ILLINOIS CLIMATE CHANGE ACT,no,Righter
75208,ILLINOIS CLIMATE CHANGE ACT,no,Risinger
75209,ILLINOIS CLIMATE CHANGE ACT,yes,Ronen
75210,ILLINOIS CLIMATE CHANGE ACT,yes,Rutherford
75211,ILLINOIS CLIMATE CHANGE ACT,yes,Sandoval
84071,ENVIRONMENTAL JUSTICE AGENDA,yes,"Beiser, Daniel V"
84072,ENVIRONMENTAL JUSTICE AGENDA,yes,"Ammons, Carol"
84073,ENVIRONMENTAL JUSTICE AGENDA,yes,"Butler, Tim"
84074,ENVIRONMENTAL JUSTICE AGENDA,yes,"Bellock, Patricia R"
84075,ENVIRONMENTAL JUSTICE AGENDA,yes,"Costello II, Jerry"
84076,ENVIRONMENTAL JUSTICE AGENDA,yes,"Cavaletto, John"
84077,ENVIRONMENTAL JUSTICE AGENDA,yes,"Ford, La Shawn K"
84078,ENVIRONMENTAL JUSTICE AGENDA,yes,"Fine, Laura"
84079,ENVIRONMENTAL JUSTICE AGENDA,yes,"Hays, Chad"
84080,ENVIRONMENTAL JUSTICE AGENDA,yes,"Gabel, Robyn"
84081,ENVIRONMENTAL JUSTICE AGENDA,yes,"McDermed, Margo"
84082,ENVIRONMENTAL JUSTICE AGENDA,yes,"McAsey, Emily"
84083,ENVIRONMENTAL JUSTICE AGENDA,yes,"Meier, Charles"
84084,ENVIRONMENTAL JUSTICE AGENDA,yes,"Morrison, Thomas"
84085,ENVIRONMENTAL JUSTICE AGENDA,yes,"Moeller, Anna"
84086,ENVIRONMENTAL JUSTICE AGENDA,yes,"Sente, Carol"
84087,ENVIRONMENTAL JUSTICE AGENDA,yes,"Walsh Jr., Lawrence"
84088,ENVIRONMENTAL JUSTICE AGENDA,yes,"Willis, Kathleen"
84089,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Mitchell, Bill"
84090,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Skillicorn, Allen"
84091,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Turner, Arthur"
84092,ENVIRONMENTAL JUSTICE AGENDA,yes,"Beiser, Daniel V"
84093,ENVIRONMENTAL JUSTICE AGENDA,yes,"Ammons, Carol"
84094,ENVIRONMENTAL JUSTICE AGENDA,yes,"Butler, Tim"
84095,ENVIRONMENTAL JUSTICE AGENDA,yes,"Bellock, Patricia R"
84096,ENVIRONMENTAL JUSTICE AGENDA,yes,"Costello II, Jerry"
84097,ENVIRONMENTAL JUSTICE AGENDA,yes,"Cavaletto, John"
84098,ENVIRONMENTAL JUSTICE AGENDA,yes,"Ford, La Shawn K"
84099,ENVIRONMENTAL JUSTICE AGENDA,yes,"Fine, Laura"
84100,ENVIRONMENTAL JUSTICE AGENDA,yes,"Hays, Chad"
84101,ENVIRONMENTAL JUSTICE AGENDA,yes,"Gabel, Robyn"
84102,ENVIRONMENTAL JUSTICE AGENDA,yes,"McDermed, Margo"
84103,ENVIRONMENTAL JUSTICE AGENDA,yes,"McAsey, Emily"
84104,ENVIRONMENTAL JUSTICE AGENDA,yes,"Meier, Charles"
84105,ENVIRONMENTAL JUSTICE AGENDA,yes,"Morrison, Thomas"
84106,ENVIRONMENTAL JUSTICE AGENDA,yes,"Moeller, Anna"
84107,ENVIRONMENTAL JUSTICE AGENDA,yes,"Sente, Carol"
84108,ENVIRONMENTAL JUSTICE AGENDA,yes,"Walsh Jr., Lawrence"
84109,ENVIRONMENTAL JUSTICE AGENDA,yes,"Willis, Kathleen"
84110,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Mitchell, Bill"
84111,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Skillicorn, Allen"
84112,ENVIRONMENTAL JUSTICE AGENDA,not voting,"Turner, Arthur"
85763,ABUSIVE WORK ENVIRONMENT,yes,Link
85764,ABUSIVE WORK ENVIRONMENT,yes,Maloney
85765,ABUSIVE WORK ENVIRONMENT,not voting,Althoff
85766,ABUSIVE WORK ENVIRONMENT,yes,Martinez
85767,ABUSIVE WORK ENVIRONMENT,no,Bivins
85768,ABUSIVE WORK ENVIRONMENT,yes,Bomke
85769,ABUSIVE WORK ENVIRONMENT,yes,Bond
85770,ABUSIVE WORK ENVIRONMENT,no,Burzynski
85771,ABUSIVE WORK ENVIRONMENT,no,Duffy
85772,ABUSIVE WORK ENVIRONMENT,yes,Garrett
85773,ABUSIVE WORK ENVIRONMENT,no,Hultgren
85774,ABUSIVE WORK ENVIRONMENT,no,Lauzen
85775,ABUSIVE WORK ENVIRONMENT,yes,Lightford
85776,ABUSIVE WORK ENVIRONMENT,no,McCarter
85777,ABUSIVE WORK ENVIRONMENT,no,Millner
85778,ABUSIVE WORK ENVIRONMENT,yes,Muñoz
85779,ABUSIVE WORK ENVIRONMENT,yes,Noland
85780,ABUSIVE WORK ENVIRONMENT,no,Pankau
85781,ABUSIVE WORK ENVIRONMENT,yes,Schoenberg
85782,ABUSIVE WORK ENVIRONMENT,yes,Delgado
85783,ABUSIVE WORK ENVIRONMENT,yes,Silverstein
85784,ABUSIVE WORK ENVIRONMENT,yes,Demuzio
85785,ABUSIVE WORK ENVIRONMENT,yes,Jacobs
85786,ABUSIVE WORK ENVIRONMENT,yes,Steans
85787,ABUSIVE WORK ENVIRONMENT,yes,"Jones, E."
85788,ABUSIVE WORK ENVIRONMENT,no,Syverson
85789,ABUSIVE WORK ENVIRONMENT,yes,"Jones, J."
85790,ABUSIVE WORK ENVIRONMENT,yes,Sullivan
85791,ABUSIVE WORK ENVIRONMENT,yes,Trotter
85792,ABUSIVE WORK ENVIRONMENT,yes,Viverito
