,Title,Vote,Name
85793,ABUSIVE WORK ENVIRONMENT,yes,Wilhelmi
85794,ABUSIVE WORK ENVIRONMENT,yes,Collins
85795,ABUSIVE WORK ENVIRONMENT,yes,Cullerton
85796,ABUSIVE WORK ENVIRONMENT,no,Murphy
85797,ABUSIVE WORK ENVIRONMENT,yes,Clayborne
85798,ABUSIVE WORK ENVIRONMENT,no,Cronin
85799,ABUSIVE WORK ENVIRONMENT,yes,Crotty
85800,ABUSIVE WORK ENVIRONMENT,no,Dahl
85801,ABUSIVE WORK ENVIRONMENT,yes,DeLeo
85802,ABUSIVE WORK ENVIRONMENT,no,Dillard
85803,ABUSIVE WORK ENVIRONMENT,yes,Forby
85804,ABUSIVE WORK ENVIRONMENT,yes,Frerichs
85805,ABUSIVE WORK ENVIRONMENT,yes,Haine
85806,ABUSIVE WORK ENVIRONMENT,yes,Harmon
85807,ABUSIVE WORK ENVIRONMENT,yes,Holmes
85808,ABUSIVE WORK ENVIRONMENT,yes,Hunter
85809,ABUSIVE WORK ENVIRONMENT,yes,Hutchinson
85810,ABUSIVE WORK ENVIRONMENT,yes,Koehler
85811,ABUSIVE WORK ENVIRONMENT,not voting,Brady
85812,ABUSIVE WORK ENVIRONMENT,not voting,Luechtefeld
85813,ABUSIVE WORK ENVIRONMENT,not voting,Meeks
85814,ABUSIVE WORK ENVIRONMENT,not voting,Hendon
85815,ABUSIVE WORK ENVIRONMENT,yes,Kotowski
85816,ABUSIVE WORK ENVIRONMENT,no,Radogno
85817,ABUSIVE WORK ENVIRONMENT,yes,Raoul
85818,ABUSIVE WORK ENVIRONMENT,no,Righter
85819,ABUSIVE WORK ENVIRONMENT,not voting,Risinger
85820,ABUSIVE WORK ENVIRONMENT,not voting,Rutherford
85821,ABUSIVE WORK ENVIRONMENT,yes,Sandoval
103387,AIRPORTS-ENVIRONMENTAL IMPACT,not voting,Lilly
103388,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Mah
103389,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Manley
103390,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Ammons
103391,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Martwick
103392,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Andersson
103393,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Andrade
103394,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Arroyo
103395,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Batinick
103396,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bellock
103397,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bourne
103398,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Breen
103399,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bristow
103400,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Butler
103401,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Cabello
103402,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Carroll
103403,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Cassidy
103404,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Conyears-Ervin
103405,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Costello
103406,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Moeller
103407,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Crespo
103408,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Drury
103409,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Durkin
103410,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Flowers
103411,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Pritchard
103412,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sente
103413,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bennett
103414,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sauer
103415,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Brady
103416,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Harris, David"
103417,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Frese
103418,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Gabel
103419,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Gordon-Booth
103420,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Greenwood
103421,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Guzzardi
103422,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Halbrook
103423,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Halpin
103424,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hammond
103425,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Harper
103426,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Harris, Gregory"
103427,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Lang
103428,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Long
103429,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Stewart
103430,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hernandez
103431,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Smith
103432,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Stuart
103433,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Swanson
103434,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Tabares
103435,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Jones
103436,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Cavaletto
103437,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Chapa LaVia
103438,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Conroy
103439,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hays
103440,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hoffman
103441,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hurley
103442,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Ives
103443,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Jesiel
103444,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Kifowit
103445,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Mayfield
103446,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McAuliffe
103447,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McCombie
103448,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McDermed
103449,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McSweeney
103450,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Meier
103451,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Davis
103452,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Welch
103453,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Moylan
103454,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Thapedi
103455,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Wheeler, Barbara"
103456,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Wheeler, Keith"
103457,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Mitchell, Bill"
103458,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Unes
103459,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Williams
103460,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Mitchell, Christian"
103461,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Evans
103462,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Wallace
103463,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Morrison
103464,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Walsh
103465,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Finnie, Natalie"
103466,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Currie
103467,AIRPORTS-ENVIRONMENTAL IMPACT,yes,D'Amico
103468,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Davidsmeyer
103469,AIRPORTS-ENVIRONMENTAL IMPACT,yes,DeLuca
103470,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Demmer
103471,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Feigenholtz
103472,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Fine
103473,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Welter
103474,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Willis
103475,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Yingling
103476,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Madigan
103477,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Mussman
103478,AIRPORTS-ENVIRONMENTAL IMPACT,excused,"Burke, Kelly"
103479,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Phillips
103480,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Soto
103481,AIRPORTS-ENVIRONMENTAL IMPACT,not voting,"Burke, Daniel"
103482,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Ford
103483,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Fortner
103484,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Stratton
103485,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Zalewski
103486,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Jimenez
103487,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Olsen
103488,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Parkhurst
103489,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Reick
103490,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Reis
103491,AIRPORTS-ENVIRONMENTAL IMPACT,not voting,Riley
103492,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Rita
103493,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Scherer
103494,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Severin
103495,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Skillicorn
103496,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Slaughter
103497,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sommer
103498,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sosnowski
103499,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Spain
103500,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Turner
103501,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Wehrli
103502,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Winger
103503,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bryant
103504,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Connor
103505,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Madigan
103506,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Manley
103507,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Ammons
103508,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Martwick
103509,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Andersson
103510,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Andrade
103511,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Arroyo
103512,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Batinick
103513,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Beiser
103514,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bellock
103515,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bourne
103516,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Breen
103517,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Butler
103518,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Cassidy
103519,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Meier
103520,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McAuliffe
103521,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Flowers
103522,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Frese
103523,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Ford
103524,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Lang
103525,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Lilly
103526,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Long
103527,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Mah
103528,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Mayfield
103529,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McCombie
103530,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sente
103531,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Severin
103532,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sims
103533,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Harris, David"
103534,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Skillicorn
103535,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sauer
103536,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Harris, Gregory"
103537,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bennett
103538,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Spain
103539,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Stewart
103540,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hernandez
103541,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Brady
103542,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Stratton
103543,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Stuart
103544,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Swanson
103545,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Tabares
103546,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Thapedi
103547,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Burke, Daniel"
103548,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Burke, Kelly"
103549,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Turner
103550,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Unes
103551,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Wallace
103552,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Cavaletto
103553,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Chapa LaVia
103554,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Conyears-Ervin
103555,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Costello
103556,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Crespo
103557,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Currie
103558,AIRPORTS-ENVIRONMENTAL IMPACT,yes,D'Amico
103559,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Davidsmeyer
103560,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Greenwood
103561,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Guzzardi
103562,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Halbrook
103563,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Halpin
103564,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hammond
103565,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hays
103566,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hoffman
103567,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hurley
103568,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Ives
103569,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Jesiel
103570,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Jimenez
103571,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Kifowit
103572,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Davis
103573,AIRPORTS-ENVIRONMENTAL IMPACT,excused,McAsey
103574,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Welch
103575,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Mitchell, Bill"
103576,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Wheeler, Barbara"
103577,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Mitchell, Christian"
103578,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Evans
103579,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Wheeler, Keith"
103580,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Williams
103581,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Morrison
103582,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McDermed
103583,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McSweeney
103584,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Moeller
103585,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Moylan
103586,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Mussman
103587,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Nekritz
103588,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Parkhurst
103589,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Jones
103590,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Walsh
103591,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Wehrli
103592,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Welter
103593,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Willis
103594,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Winger
103595,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Yingling
103596,AIRPORTS-ENVIRONMENTAL IMPACT,other,Cabello
103597,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Conroy
103598,AIRPORTS-ENVIRONMENTAL IMPACT,yes,DeLuca
103599,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Demmer
103600,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Drury
103601,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Durkin
103602,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Feigenholtz
103603,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Fine
103604,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Fortner
103605,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Gabel
103606,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Gordon-Booth
103607,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Harper
103608,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Olsen
103609,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Phelps
103610,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Phillips
103611,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Pritchard
103612,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Reick
103613,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Reis
103614,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Riley
103615,AIRPORTS-ENVIRONMENTAL IMPACT,excused,Rita
103616,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Scherer
103617,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Slaughter
103618,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sommer
103619,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sosnowski
103620,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Soto
103621,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Zalewski
103622,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bryant
103623,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Landek
103624,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Althoff
103625,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Anderson
103626,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Aquino
103627,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Barickman
103628,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bertino-Tarrant
103629,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Biss
103630,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bivins
103631,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bush
103632,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Manar
103633,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Martinez
103634,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Rooney
103635,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McCann
103636,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Cunningham
103637,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Curran
103638,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Fowler
103639,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Haine
103640,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Lightford
103641,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Bennett
103642,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Harris
103643,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Link
103644,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McGuire
103645,AIRPORTS-ENVIRONMENTAL IMPACT,not voting,McCarter
103646,AIRPORTS-ENVIRONMENTAL IMPACT,yes,McConchie
103647,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Morrison
103648,AIRPORTS-ENVIRONMENTAL IMPACT,not voting,McConnaughay
103649,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Mulroe
103650,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Muñoz
103651,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Brady
103652,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Oberweis
103653,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Raoul
103654,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Murphy
103655,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Jones, E."
103656,AIRPORTS-ENVIRONMENTAL IMPACT,not voting,Silverstein
103657,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Collins
103658,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Cullerton
103659,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Stadelman
103660,AIRPORTS-ENVIRONMENTAL IMPACT,yes,"Cullerton, T."
103661,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Syverson
103662,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Tracy
103663,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Van Pelt
103664,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Weaver
103665,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Castro
103666,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Clayborne
103667,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Connelly
103668,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Harmon
103669,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hastings
103670,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Holmes
103671,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hunter
103672,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Hutchinson
103673,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Koehler
103674,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Nybo
103675,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Rezin
103676,AIRPORTS-ENVIRONMENTAL IMPACT,not voting,Righter
103677,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Rose
103678,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sandoval
103679,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Schimpf
103680,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Sims
103681,AIRPORTS-ENVIRONMENTAL IMPACT,yes,Steans
111889,ENVIRONMENTAL BARRIERS,excused,Acevedo
111890,ENVIRONMENTAL BARRIERS,yes,Ammons
111891,ENVIRONMENTAL BARRIERS,yes,Andersson
111892,ENVIRONMENTAL BARRIERS,yes,Andrade
111893,ENVIRONMENTAL BARRIERS,excused,Anthony
111894,ENVIRONMENTAL BARRIERS,yes,Arroyo
111895,ENVIRONMENTAL BARRIERS,yes,Martwick
111896,ENVIRONMENTAL BARRIERS,yes,Batinick
111897,ENVIRONMENTAL BARRIERS,yes,Beiser
111898,ENVIRONMENTAL BARRIERS,yes,Bellock
111899,ENVIRONMENTAL BARRIERS,yes,Bourne
111900,ENVIRONMENTAL BARRIERS,yes,Breen
111901,ENVIRONMENTAL BARRIERS,yes,Brown
111902,ENVIRONMENTAL BARRIERS,yes,Cabello
111903,ENVIRONMENTAL BARRIERS,yes,Mayfield
111904,ENVIRONMENTAL BARRIERS,yes,McAsey
111905,ENVIRONMENTAL BARRIERS,yes,Mussman
111906,ENVIRONMENTAL BARRIERS,yes,Ives
111907,ENVIRONMENTAL BARRIERS,yes,Jesiel
111908,ENVIRONMENTAL BARRIERS,yes,Jimenez
111909,ENVIRONMENTAL BARRIERS,yes,Lang
111910,ENVIRONMENTAL BARRIERS,yes,"Davis, William"
111911,ENVIRONMENTAL BARRIERS,yes,Lilly
111912,ENVIRONMENTAL BARRIERS,yes,Manley
111913,ENVIRONMENTAL BARRIERS,yes,McAuliffe
111914,ENVIRONMENTAL BARRIERS,yes,McDermed
111915,ENVIRONMENTAL BARRIERS,yes,McSweeney
111916,ENVIRONMENTAL BARRIERS,yes,Meier
111917,ENVIRONMENTAL BARRIERS,yes,Moeller
111918,ENVIRONMENTAL BARRIERS,yes,Moffitt
111919,ENVIRONMENTAL BARRIERS,yes,Moylan
111920,ENVIRONMENTAL BARRIERS,yes,Soto
111921,ENVIRONMENTAL BARRIERS,yes,Tabares
111922,ENVIRONMENTAL BARRIERS,yes,Bennett
111923,ENVIRONMENTAL BARRIERS,yes,Sullivan
111924,ENVIRONMENTAL BARRIERS,yes,Thapedi
111925,ENVIRONMENTAL BARRIERS,yes,Turner
111926,ENVIRONMENTAL BARRIERS,yes,Unes
111927,ENVIRONMENTAL BARRIERS,yes,Bradley
111928,ENVIRONMENTAL BARRIERS,yes,Verschoore
111929,ENVIRONMENTAL BARRIERS,yes,Brady
111930,ENVIRONMENTAL BARRIERS,yes,Wallace
111931,ENVIRONMENTAL BARRIERS,yes,Walsh
111932,ENVIRONMENTAL BARRIERS,yes,"Mitchell, Bill"
111933,ENVIRONMENTAL BARRIERS,yes,Wehrli
111934,ENVIRONMENTAL BARRIERS,yes,"Mitchell, Christian"
111935,ENVIRONMENTAL BARRIERS,yes,"Burke, Daniel"
111936,ENVIRONMENTAL BARRIERS,yes,"Burke, Kelly"
111937,ENVIRONMENTAL BARRIERS,yes,Morrison
111938,ENVIRONMENTAL BARRIERS,yes,Welch
111939,ENVIRONMENTAL BARRIERS,yes,"Harris, David"
111940,ENVIRONMENTAL BARRIERS,yes,Demmer
111941,ENVIRONMENTAL BARRIERS,yes,Drury
111942,ENVIRONMENTAL BARRIERS,yes,Dunkin
111943,ENVIRONMENTAL BARRIERS,yes,Durkin
111944,ENVIRONMENTAL BARRIERS,yes,Feigenholtz
111945,ENVIRONMENTAL BARRIERS,yes,Fine
111946,ENVIRONMENTAL BARRIERS,yes,Flowers
111947,ENVIRONMENTAL BARRIERS,yes,Ford
111948,ENVIRONMENTAL BARRIERS,yes,Fortner
111949,ENVIRONMENTAL BARRIERS,yes,Franks
111950,ENVIRONMENTAL BARRIERS,yes,Frese
111951,ENVIRONMENTAL BARRIERS,yes,Gabel
111952,ENVIRONMENTAL BARRIERS,yes,Gordon-Booth
111953,ENVIRONMENTAL BARRIERS,yes,Guzzardi
111954,ENVIRONMENTAL BARRIERS,yes,Hammond
111955,ENVIRONMENTAL BARRIERS,yes,Harper
111956,ENVIRONMENTAL BARRIERS,yes,Kay
111957,ENVIRONMENTAL BARRIERS,yes,Kifowit
111958,ENVIRONMENTAL BARRIERS,yes,"Wheeler, Barbara"
111959,ENVIRONMENTAL BARRIERS,yes,"Harris, Gregory"
111960,ENVIRONMENTAL BARRIERS,yes,"Wheeler, Keith"
111961,ENVIRONMENTAL BARRIERS,no,Leitch
111962,ENVIRONMENTAL BARRIERS,yes,Williams
111963,ENVIRONMENTAL BARRIERS,yes,Hernandez
111964,ENVIRONMENTAL BARRIERS,absent,Madigan
111965,ENVIRONMENTAL BARRIERS,yes,Nekritz
