REVIVE the CCC Act,2021-07-21T04:00:00+00:00,2021-07-21T04:00:00+00:00,Introduced in Senate
To authorize new grants for research into riparian forest genetics and climate adaptation.,2021-08-31T04:00:00+00:00,2021-09-27T04:00:00+00:00,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
To oppose the use of the National Emergencies Act to declare a national emergency relating to climate change.,2021-02-15T05:00:00+00:00,2021-02-16T05:00:00+00:00,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
Climate Resilient Transportation Infrastructure Study Act,2021-02-03T05:00:00+00:00,2021-02-04T05:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Energy PRICE Act of 2021,2021-07-20T04:00:00+00:00,2021-07-21T04:00:00+00:00,Referred to the Subcommittee on Energy.
Keep It in the Ground Act of 2021,2021-04-14T04:00:00+00:00,2021-06-08T04:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
GSIB Act of 2021,2021-06-16T04:00:00+00:00,2021-06-23T04:00:00+00:00,Committee Consideration and Mark-up Session Held.
Community Parks Revitalization Act,2021-01-04T05:00:00+00:00,2021-03-08T05:00:00+00:00,"Referred to the Subcommittee on National Parks, Forests, and Public Lands."
Sarah Collins Rudolph Civil Rights Compensation Act of 2021,2021-07-19T04:00:00+00:00,2021-07-19T04:00:00+00:00,Introduced in House
Incentivizing Value Capture for Greener Transportation Act,2021-03-26T04:00:00+00:00,2021-03-29T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Clean Commute for Kids Act of 2021,2021-04-21T04:00:00+00:00,2021-04-22T04:00:00+00:00,Referred to the Subcommittee on Energy.
Federal Home Loan Banks' Mission Implementation Act,2021-05-18T04:00:00+00:00,2021-05-18T04:00:00+00:00,Introduced in Senate
National Institute of Manufacturing Act,2021-04-12T04:00:00+00:00,2021-04-12T04:00:00+00:00,Introduced in Senate
State and Local Digital Service Act of 2021,2021-05-28T04:00:00+00:00,2021-05-28T04:00:00+00:00,Introduced in Senate
"Recognizing the significant impact and legacy of Cecil Corbin-Mark in the environmental justice community and further recognizing that climate change most severely impacts vulnerable and disadvantaged communities in the United States and around the world, and that it is the responsibility of the United States Government to work with its global partners to promote environmental justice and climate.",2021-06-04T04:00:00+00:00,2021-08-04T04:00:00+00:00,"Referred to the Subcommittee on Europe, Energy, the Environment and Cyber."
Honoring OCEANIA Act,2021-05-20T04:00:00+00:00,2021-11-09T05:00:00+00:00,Referred to the Subcommittee on Immigration and Citizenship.
Public School Green Rooftop Program,2021-03-11T05:00:00+00:00,2021-03-11T05:00:00+00:00,Introduced in House
PLACE Act,2021-01-21T05:00:00+00:00,2021-02-04T05:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Celebrating the 149th anniversary of Arbor Day.,2021-05-07T04:00:00+00:00,2021-05-07T04:00:00+00:00,Introduced in House
FAIR Transition and Competition Act,2021-07-19T04:00:00+00:00,2021-07-20T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Smart Cities and Communities Act of 2021,2021-05-20T04:00:00+00:00,2021-05-21T04:00:00+00:00,Referred to the Subcommittee on Communications and Technology.
Wastewater Infrastructure Modernization Act,2021-06-04T04:00:00+00:00,2021-06-07T04:00:00+00:00,Referred to the Subcommittee on Water Resources and Environment.
BIOCHAR Act of 2021,2021-04-15T04:00:00+00:00,2021-06-15T04:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
SWOLE Act,2021-08-03T04:00:00+00:00,2021-08-03T04:00:00+00:00,Introduced in House
Electric Vehicles for Underserved Communities Act of 2021,2021-03-01T05:00:00+00:00,2021-03-01T05:00:00+00:00,Introduced in Senate
Climate Security Jobs Act,2021-09-17T04:00:00+00:00,2021-09-17T04:00:00+00:00,Introduced in House
City and State Diplomacy Act,2021-07-19T04:00:00+00:00,2021-07-29T04:00:00+00:00,Committee Consideration and Mark-up Session Held.
Recognizing the national debt as a threat to national security.,2021-05-20T04:00:00+00:00,2021-05-20T04:00:00+00:00,Introduced in House
30 x 30 Termination Act,2021-05-07T04:00:00+00:00,2021-07-01T04:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Legacy Roads and Trails Act,2021-04-22T04:00:00+00:00,2021-07-13T04:00:00+00:00,Subcommittee Hearings Held.
Climate Change Education Act,2021-04-01T04:00:00+00:00,2021-04-02T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Protecting Europe's Energy Security Implementation Act,2021-12-18T05:00:00+00:00,2022-01-13T05:00:00+00:00,Measure laid before Senate by unanimous consent. (consideration: CR S198-217)
Declaring racism a public health crisis.,2021-04-22T04:00:00+00:00,2021-10-19T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Teachers and School LEADERS Act of 2021,2021-09-21T04:00:00+00:00,2021-09-21T04:00:00+00:00,Introduced in Senate
FEMA Climate Change Preparedness Act,2021-02-08T05:00:00+00:00,2021-02-08T05:00:00+00:00,Introduced in Senate
Supporting Affordable and Reliable Energy in Developing Countries Act of 2021,2021-11-04T04:00:00+00:00,2021-11-04T04:00:00+00:00,Introduced in House
Climate Emergency Act of 2021,2021-03-23T04:00:00+00:00,2021-03-23T04:00:00+00:00,Introduced in Senate
Saline Lake Ecosystems in the Great Basin States Program Act of 2021,2021-09-23T04:00:00+00:00,2021-11-17T05:00:00+00:00,"Subcommittee on Water, Oceans, and Wildlife Discharged."
Grid Security Research and Development Act,2021-08-06T04:00:00+00:00,2021-08-07T04:00:00+00:00,"Referred to the Subcommittee on Cybersecurity, Infrastructure Protection, and Innovation."
America's Red Rock Wilderness Act,2021-05-10T04:00:00+00:00,2021-05-10T04:00:00+00:00,Introduced in Senate
Postal Vehicle Modernization Act,2021-03-08T05:00:00+00:00,2021-03-08T05:00:00+00:00,Introduced in House
"Supporting the designation of the week of April 26 through April 30, 2021, as ""National Specialized Instructional Support Personnel Appreciation Week"".",2021-04-28T04:00:00+00:00,2021-04-28T04:00:00+00:00,Introduced in House
America Wins Act,2021-05-18T04:00:00+00:00,2021-05-19T04:00:00+00:00,Referred to the Subcommittee on Aviation.
State and Local Digital Service Act of 2021,2021-11-01T04:00:00+00:00,2021-12-02T05:00:00+00:00,Committee Consideration and Mark-up Session Held.
UNSHACKLE Act,2021-03-11T05:00:00+00:00,2021-03-11T05:00:00+00:00,Introduced in Senate
Preventing HEAT Illness and Deaths Act of 2021,2021-09-20T04:00:00+00:00,2021-09-21T04:00:00+00:00,Referred to the Subcommittee on Health.
Outdoor Restoration Partnership Act of 2021,2021-04-20T04:00:00+00:00,2021-04-20T04:00:00+00:00,Introduced in Senate
Stop the Shutdowns Act,2021-03-29T04:00:00+00:00,2021-03-29T04:00:00+00:00,Introduced in House
Northern Rockies Ecosystem Protection Act,2021-04-21T04:00:00+00:00,2021-04-21T04:00:00+00:00,Introduced in Senate
Fossil Free Finance Act,2021-09-14T04:00:00+00:00,2021-09-14T04:00:00+00:00,Introduced in House
"To make revisions in title 51, United States Code, as necessary to keep the title current, and to make technical amendments to improve the United States Code.",2021-11-16T05:00:00+00:00,2021-12-09T05:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on the Judiciary.
Rebuild Rural America Act of 2021,2021-04-05T04:00:00+00:00,2021-06-07T04:00:00+00:00,"Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit."
FRESH Trucking Act,2021-01-19T05:00:00+00:00,2021-02-04T05:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Conservation and Innovative Climate Partnership Act of 2021,2021-04-15T04:00:00+00:00,2021-04-15T04:00:00+00:00,Introduced in Senate
"A bill to establish a Global Climate Change Resilience Strategy, to authorize the admission of climate-displaced persons, and for other purposes.",2021-04-22T04:00:00+00:00,2021-04-22T04:00:00+00:00,Introduced in Senate
Trade Preferences and American Manufacturing Competitiveness Act of 2021,2021-06-22T04:00:00+00:00,2021-06-22T04:00:00+00:00,Introduced in House
SMART Energy Act,2021-11-16T05:00:00+00:00,2021-11-16T05:00:00+00:00,Introduced in Senate
PARIS Act,2021-01-21T05:00:00+00:00,2021-01-21T05:00:00+00:00,Introduced in House
Paris Agreement Constitutional Treaty Act,2021-01-21T05:00:00+00:00,2021-01-21T05:00:00+00:00,Introduced in House
RESPOND Act of 2021,2021-03-04T05:00:00+00:00,2021-03-04T05:00:00+00:00,Introduced in Senate
21st Century Conservation Corps Act,2021-02-18T05:00:00+00:00,2021-02-18T05:00:00+00:00,Introduced in House
Honduras Human Rights and Anti-Corruption Act of 2021,2021-02-23T05:00:00+00:00,2021-02-23T05:00:00+00:00,Introduced in Senate
"A resolution expressing the sense of the Senate that the United States must seize the opportunity to create millions of jobs, become a net exporter of clean energy, and secure a better, more equitable future by accelerating the electrification of households, buildings, and businesses in the United States, modernizing the United States electricity grid, and continuing on the path towards decarbonizing electricity generation in the United States by 2035.",2021-05-18T04:00:00+00:00,2021-05-18T04:00:00+00:00,Introduced in Senate
Fostering and Realizing Electrification by Encouraging Zero Emission Refrigeration Trucks Act of 2021,2021-02-25T05:00:00+00:00,2021-02-26T05:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
LIFT Act,2021-07-29T04:00:00+00:00,2021-07-29T04:00:00+00:00,Introduced in Senate
America’s Revegetation and Carbon Sequestration Act of 2021,2021-09-23T04:00:00+00:00,2021-10-21T04:00:00+00:00,Committee on Energy and Natural Resources. Hearings held.
"Reaffirming bilateral and multilateral relations between the United States and African countries and recognizing the importance of diplomatic, security, and trade relations.",2021-03-18T04:00:00+00:00,2021-03-18T04:00:00+00:00,Introduced in House
"Expressing support for the designation of May 7, 2021, as a ""National Day of Reason"" and recognizing the central importance of reason in the betterment of humanity.",2021-04-28T04:00:00+00:00,2021-04-28T04:00:00+00:00,Introduced in House
Generalized System of Preferences and Miscellaneous Tariff Bill Modernization Act of 2021,2021-06-17T04:00:00+00:00,2021-06-17T04:00:00+00:00,Introduced in House
Tax on Wall Street Speculation Act,2021-04-21T04:00:00+00:00,2021-04-21T04:00:00+00:00,Introduced in Senate
RESPOND Act of 2021,2021-03-08T05:00:00+00:00,2021-03-08T05:00:00+00:00,Introduced in House
Bank Merger Review Modernization Act of 2021,2021-09-29T04:00:00+00:00,2021-09-29T04:00:00+00:00,Introduced in Senate
No Taxpayer Funding for Paris Climate Agreement Act,2021-01-21T05:00:00+00:00,2021-01-21T05:00:00+00:00,Introduced in House
Justice for Black Farmers Act of 2021,2021-02-26T05:00:00+00:00,2021-04-28T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Resilient Schools Act of 2021,2021-06-24T04:00:00+00:00,2021-06-24T04:00:00+00:00,Introduced in Senate
"Recognizing that it is the duty of the Federal Government to develop and implement a Roadmap to Freedom in order to overhaul the outdated immigration system in the United States that has gone without significant reform for decades, and to relieve the great human impact an unjust system bears on communities around the country.",2021-01-28T05:00:00+00:00,2021-01-29T05:00:00+00:00,"Referred to the Subcommittee on Border Security, Facilitation, and Operations."
THRIVE Act,2021-04-30T04:00:00+00:00,2021-05-03T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
PIPE Act,2021-06-04T04:00:00+00:00,2021-06-07T04:00:00+00:00,Referred to the Subcommittee on Water Resources and Environment.
21st Century Jobs Act,2021-07-16T04:00:00+00:00,2021-07-19T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Safe Schools Improvement Act of 2021,2021-07-01T04:00:00+00:00,2021-07-01T04:00:00+00:00,Introduced in House
Smaller Class Sizes for Students and Educators Act of 2021,2021-11-18T05:00:00+00:00,2021-11-18T05:00:00+00:00,Introduced in Senate
Protecting New Mexico’s Jobs and Public Education System Act,2021-02-03T05:00:00+00:00,2021-03-01T05:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
THRIVE Act,2021-04-29T04:00:00+00:00,2021-04-29T04:00:00+00:00,Introduced in Senate
"Chesapeake Bay Science, Education, and Ecosystem Enhancement Act of 2021",2021-05-25T04:00:00+00:00,2021-05-25T04:00:00+00:00,Introduced in Senate
Ending Corporal Punishment in Schools Act of 2021,2021-02-23T05:00:00+00:00,2021-02-23T05:00:00+00:00,Introduced in House
Sustainable Agriculture Research Act,2021-02-25T05:00:00+00:00,2021-04-05T04:00:00+00:00,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research."
Expressing the sense of the House of Representatives that the United States should formally withdraw from the Paris Agreement.,2021-02-11T05:00:00+00:00,2021-02-11T05:00:00+00:00,Introduced in House
Expressing support for the NATO alliance and increased alliance cooperation on opportunities and challenges.,2021-06-14T04:00:00+00:00,2021-08-04T04:00:00+00:00,"Referred to the Subcommittee on Europe, Energy, the Environment and Cyber."
Insular Area Climate Change Act,2021-03-04T05:00:00+00:00,2021-07-14T04:00:00+00:00,Committee Consideration and Mark-up Session Held.
Federal Home Loan Banks’ Mission Implementation Act,2021-05-18T04:00:00+00:00,2021-05-18T04:00:00+00:00,Introduced in House
"Recognizing the duty of the Federal Government to implement an agenda to Transform, Heal, and Renew by Investing in a Vibrant Economy (""THRIVE"").",2021-02-05T05:00:00+00:00,2021-02-18T05:00:00+00:00,Referred to the Subcommittee for Indigenous Peoples of the United States.
Naturally Offsetting Emissions by Managing and Implementing Tillage Strategies Act of 2021,2021-04-14T04:00:00+00:00,2021-04-14T04:00:00+00:00,Introduced in House
American Renewable Energy Act of 2021,2021-06-16T04:00:00+00:00,2021-06-17T04:00:00+00:00,Referred to the Subcommittee on Energy.
Recognizing the duty of the Federal Government to create a Green Real Deal.,2021-07-29T04:00:00+00:00,2021-07-30T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
PEAKER Act of 2021,2021-05-12T04:00:00+00:00,2021-05-13T04:00:00+00:00,Referred to the Subcommittee on Energy.
"Monarch Action, Recovery, and Conservation of Habitat Act of 2021",2021-03-17T04:00:00+00:00,2021-03-17T04:00:00+00:00,Introduced in Senate
Energy Sector Innovation Credit Act of 2021,2021-07-27T04:00:00+00:00,2021-07-27T04:00:00+00:00,Introduced in Senate
SAFE Act,2021-04-28T04:00:00+00:00,2022-01-19T05:00:00+00:00,Subcommittee on Energy and Mineral Resources Discharged.
CROOK Act,2021-01-21T05:00:00+00:00,2021-04-21T04:00:00+00:00,Committee Consideration and Mark-up Session Held.
Expressing the sense of the House of Representatives that it is the duty of the Federal Government to dramatically expand and strengthen the care economy.,2021-03-01T05:00:00+00:00,2021-05-18T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Climate-Resilient International Development Optimization Act,2021-04-22T04:00:00+00:00,2021-04-22T04:00:00+00:00,Introduced in House
"Department of Homeland Security Appropriations Act, 2022",2021-07-15T04:00:00+00:00,2021-07-15T04:00:00+00:00,Introduced in House
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2022",2021-07-02T04:00:00+00:00,2021-07-02T04:00:00+00:00,Introduced in House
"Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2022",2021-07-20T04:00:00+00:00,2021-07-20T04:00:00+00:00,Introduced in House
"Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2022",2021-07-02T04:00:00+00:00,2021-07-02T04:00:00+00:00,Introduced in House
A joint resolution recognizing the duty of the Federal Government to create a Green New Deal.,2019-02-13T05:00:00+00:00,2019-03-26T04:00:00+00:00,Motion to proceed to measure considered in Senate. (CR S1964)
A joint resolution calling on the United States and Congress to take immediate action to address the challenge of climate change.,2019-02-28T05:00:00+00:00,2019-02-28T05:00:00+00:00,Introduced in Senate
Ending Corporal Punishment in Schools Act of 2019,2019-01-23T05:00:00+00:00,2019-01-23T05:00:00+00:00,Introduced in House
Blue Carbon for Our Planet Act,2020-06-11T04:00:00+00:00,2020-06-11T04:00:00+00:00,Introduced in Senate
Blue Carbon for Our Planet Act,2020-01-13T05:00:00+00:00,2020-11-17T05:00:00+00:00,"Subcommittee on Water, Oceans, and Wildlife Discharged."
Full-Service Community School Expansion Act of 2020,2020-10-26T04:00:00+00:00,2020-10-26T04:00:00+00:00,Introduced in Senate
Atmospheric Climate Intervention Research Act,2019-12-19T05:00:00+00:00,2020-03-04T05:00:00+00:00,Subcommittee Consideration and Mark-up Session Held.
Clean Energy Future Through Innovation Act of 2020,2020-12-28T05:00:00+00:00,2020-12-29T05:00:00+00:00,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials."
Anti-Corruption and Public Integrity Act,2020-12-18T05:00:00+00:00,2020-12-18T05:00:00+00:00,Introduced in House
Jobs for All Act,2019-02-06T05:00:00+00:00,2019-02-06T05:00:00+00:00,Introduced in House
HONEST Enterprise Act,2020-12-04T05:00:00+00:00,2020-12-04T05:00:00+00:00,Introduced in House
Improving Pandemic Preparedness and Response Through Diplomacy Act,2020-06-30T04:00:00+00:00,2020-06-30T04:00:00+00:00,Introduced in Senate
Coast Guard Authorization Act of 2019,2019-06-21T04:00:00+00:00,2019-07-25T04:00:00+00:00,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation."
"A bill to establish aviation accession training programs for the Commissioned Officer Corps of the National Oceanic and Atmospheric Administration to prepare students for commissioned service as pilots in the Corps, and for other purposes.",2019-11-20T05:00:00+00:00,2019-11-20T05:00:00+00:00,Introduced in Senate
A resolution recognizing the duty of the Federal Government to create a Green New Deal.,2019-02-07T05:00:00+00:00,2019-02-07T05:00:00+00:00,Introduced in Senate
STEM Opportunities Act of 2019,2019-05-07T04:00:00+00:00,2019-10-15T04:00:00+00:00,"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
Research to Reduce Agricultural Methane Act,2020-12-18T05:00:00+00:00,2020-12-18T05:00:00+00:00,Introduced in House
BE HEARD in the Workplace Act,2019-04-09T04:00:00+00:00,2019-05-03T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Expressing the need for the Federal Government to establish a National Biodiversity Strategy for protecting biodiversity for current and future generations.,2020-12-02T05:00:00+00:00,2020-12-02T05:00:00+00:00,Introduced in House
"A bill to codify an Executive order preparing the United States for the impacts of climate change, and for other purposes.",2019-07-23T04:00:00+00:00,2019-07-23T04:00:00+00:00,Introduced in Senate
Countering Russian and Other Overseas Kleptocracy Act,2019-07-18T04:00:00+00:00,2019-12-18T05:00:00+00:00,Committee Consideration and Mark-up Session Held.
Future Generations Protection Act,2020-09-17T04:00:00+00:00,2020-09-17T04:00:00+00:00,Introduced in House
Agriculture Resilience Act,2020-02-12T05:00:00+00:00,2020-02-12T05:00:00+00:00,Introduced in House
Climate Action Rebate Act of 2019,2019-07-25T04:00:00+00:00,2019-07-25T04:00:00+00:00,Introduced in Senate
PREP Act of 2019,2019-03-12T04:00:00+00:00,2019-03-12T04:00:00+00:00,Introduced in Senate
Burma Political Prisoners Assistance Act,2019-07-10T04:00:00+00:00,2019-07-10T04:00:00+00:00,Introduced in Senate
A concurrent resolution supporting the Farmers Bill of Rights.,2020-02-11T05:00:00+00:00,2020-02-11T05:00:00+00:00,Introduced in Senate
Climate Resiliency Service Corps Act of 2019,2019-11-19T05:00:00+00:00,2019-11-19T05:00:00+00:00,Introduced in House
Energy Savings and Industrial Competitiveness Act of 2019,2019-07-25T04:00:00+00:00,2019-07-26T04:00:00+00:00,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
Fracking Ban Act,2020-01-28T05:00:00+00:00,2020-01-28T05:00:00+00:00,Introduced in Senate
"To establish a Global Climate Change Resilience Strategy, to authorize the admission of climate-displaced persons, and for other purposes.",2019-10-17T04:00:00+00:00,2019-11-15T05:00:00+00:00,Referred to the Subcommittee on Immigration and Citizenship.
Sustainable Agriculture Research Act,2019-07-30T04:00:00+00:00,2019-08-29T04:00:00+00:00,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research."
Climate Smart Ports Act,2020-06-23T04:00:00+00:00,2020-06-23T04:00:00+00:00,Introduced in Senate
Emergency Wildfire and Public Safety Act of 2020,2020-08-04T04:00:00+00:00,2020-09-16T04:00:00+00:00,"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held."
COMPOST Act,2020-02-28T05:00:00+00:00,2020-03-13T04:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Comprehensive National Mercury Monitoring Act,2019-01-17T05:00:00+00:00,2019-01-17T05:00:00+00:00,Introduced in Senate
Missouri River Basin Drought and Snowpack Monitoring Act,2020-08-05T04:00:00+00:00,2020-08-05T04:00:00+00:00,Introduced in Senate
"Providing for consideration of the bill (H.R. 840) to amend title 38, United States Code, to direct the Secretary of Veterans Affairs to provide child care assistance to veterans receiving certain medical services provided by the Department of Veterans Affairs; providing for the adoption of the resolution (H. Res. 86) providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress; and providing for consideration of motions to suspend the rules.",2019-02-06T05:00:00+00:00,2019-02-07T19:46:18+00:00,Motion to reconsider laid on the table Agreed to without objection.
Tradeable Performance Standard Act,2020-10-13T04:00:00+00:00,2020-10-13T04:00:00+00:00,Introduced in House
Electric Vehicles for Underserved Communities Act of 2020,2020-02-04T05:00:00+00:00,2020-02-04T05:00:00+00:00,Introduced in House
Smaller Class Sizes for Students and Educators Act of 2019,2019-02-27T05:00:00+00:00,2019-02-27T05:00:00+00:00,Introduced in Senate
Nuclear Energy Renewal Act of 2019,2019-07-31T04:00:00+00:00,2020-01-09T05:00:00+00:00,By Senator Murkowski from Committee on Energy and Natural Resources filed written report. Report No. 116-203.
"Belarus Democracy, Human Rights, and Sovereignty Act of 2020",2020-09-29T04:00:00+00:00,2020-11-30T05:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.
100% Clean Economy Act of 2019,2019-11-21T05:00:00+00:00,2019-11-22T05:00:00+00:00,Referred to the Subcommittee on Energy.
Rebuild Rural America Act of 2019,2019-10-28T04:00:00+00:00,2019-11-14T05:00:00+00:00,"Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit."
FEMA Climate Change Preparedness Act,2019-10-23T04:00:00+00:00,2019-10-23T04:00:00+00:00,Introduced in House
No Tax Dollars for the United Nations Climate Agenda Act,2019-03-26T04:00:00+00:00,2019-03-26T04:00:00+00:00,Introduced in House
Act for the Amazon Act,2019-09-10T04:00:00+00:00,2019-09-10T04:00:00+00:00,Introduced in House
OCEAN Act of 2020,2020-12-17T05:00:00+00:00,2020-12-17T05:00:00+00:00,Introduced in Senate
George Floyd Justice in Policing Act of 2020,2020-06-08T04:00:00+00:00,2020-07-20T04:00:00+00:00,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 490.
"Build Local, Hire Local Act",2019-07-31T04:00:00+00:00,2019-07-31T04:00:00+00:00,Introduced in Senate
Green Neighborhoods Act of 2020,2020-08-11T04:00:00+00:00,2020-08-11T04:00:00+00:00,Introduced in House
"A resolution expressing the need for immediate climate action in response to the report of the United Nations Intergovernmental Panel on Climate Change entitled ""Special Report on the Ocean and Cryosphere in a Changing Climate"".",2019-09-25T04:00:00+00:00,2019-09-25T04:00:00+00:00,Introduced in Senate
Recognizing the 150th anniversary of the National Oceanic and Atmospheric Administration's National Weather Service.,2020-02-07T05:00:00+00:00,2020-02-07T05:00:00+00:00,Introduced in House
SEAL Act,2019-05-23T04:00:00+00:00,2019-05-24T04:00:00+00:00,Referred to the Subcommittee on Coast Guard and Maritime Transportation.
Original NAACP Resolution of 2019,2019-02-27T05:00:00+00:00,2019-03-25T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Regional Greenhouse Gas Reduction Act of 2019,2019-11-14T05:00:00+00:00,2019-11-14T05:00:00+00:00,Introduced in Senate
Green New Deal for Public Housing Act,2019-11-14T05:00:00+00:00,2019-11-14T05:00:00+00:00,Introduced in Senate
Climate Action Planning for Ports Act of 2020,2020-06-24T04:00:00+00:00,2020-06-24T04:00:00+00:00,Introduced in House
Public Banking Act of 2020,2020-10-30T04:00:00+00:00,2020-10-30T04:00:00+00:00,Introduced in House
Western Water Security Act of 2019,2019-10-28T04:00:00+00:00,2020-07-22T04:00:00+00:00,Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held.
Maritime Administration Authorization and Improvement Act,2020-06-10T04:00:00+00:00,2020-06-10T04:00:00+00:00,Introduced in Senate
Climate Change National Security Strategy Act of 2019,2019-02-13T05:00:00+00:00,2019-02-14T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
SHELTER Act,2019-06-25T04:00:00+00:00,2019-06-25T04:00:00+00:00,Introduced in House
"Advancing Competitiveness, Transparency, and Security in the Americas Act of 2020",2020-08-13T04:00:00+00:00,2020-08-13T04:00:00+00:00,Introduced in Senate
"Expressing support for designation of February 12, 2019, as ""Darwin Day"" and recognizing the importance of science in the betterment of humanity.",2019-02-11T05:00:00+00:00,2019-02-11T05:00:00+00:00,Introduced in House
Ohio River Basin Preparedness Act,2020-06-30T04:00:00+00:00,2020-08-13T04:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Combating Global Corruption Act of 2019,2019-05-02T04:00:00+00:00,2019-12-23T16:03:05+00:00,Received in the House.
Wind Energy Research and Development Act of 2019,2019-10-22T04:00:00+00:00,2019-12-18T05:00:00+00:00,Committee on Energy and Natural Resources. Reported by Senator Murkowski with amendments and an amendment to the title. Without written report.
Wildlife VET Act,2019-04-04T04:00:00+00:00,2019-04-26T04:00:00+00:00,Referred to the Subcommittee on Livestock and Foreign Agriculture.
"Expressing the sense of the House of Representatives that the Green New Deal is antithetical to the principles of free market capitalism and private property rights, is simply a thinly veiled attempt to usher in policies that create a socialist society in America, and is impossible to fully implement.",2019-05-22T04:00:00+00:00,2019-06-26T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Ocean-Based Climate Solutions Act of 2020,2020-10-20T04:00:00+00:00,2020-11-17T05:00:00+00:00,Committee Hearings Held.
Department of State Authorization Act of 2019,2019-06-19T04:00:00+00:00,2019-09-09T04:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.
Forest Health and Biomass Energy Act of 2020,2020-09-16T04:00:00+00:00,2020-11-18T05:00:00+00:00,"Committee on Energy and Natural Resources Senate Subcommittee on Public Lands, Forests, and Mining. Hearings held."
"Consolidated Appropriations Act, 2019",2019-01-17T05:00:00+00:00,2019-01-28T05:00:00+00:00,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 16.
SEAL Act,2019-04-11T04:00:00+00:00,2019-04-11T04:00:00+00:00,Introduced in Senate
Energy and Water Research Integration Act of 2019,2019-12-04T05:00:00+00:00,2019-12-04T05:00:00+00:00,Introduced in Senate
California's Land Preservation and Protection Act,2020-02-21T05:00:00+00:00,2020-02-29T05:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
Climate-Resilient International Development Optimization Act,2020-07-23T04:00:00+00:00,2020-07-23T04:00:00+00:00,Introduced in House
Stop Arctic Ocean Drilling Act of 2019,2019-05-16T04:00:00+00:00,2019-05-16T04:00:00+00:00,Introduced in Senate
"A resolution expressing support for the designation of February 12, 2019, as ""Darwin Day"" and recognizing the importance of science in the betterment of humanity.",2019-02-11T05:00:00+00:00,2019-02-11T05:00:00+00:00,Introduced in Senate
Future of Agricultural Resiliency And Modernization Act,2020-07-02T04:00:00+00:00,2020-08-13T04:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Command Accountability for Military Family Readiness Act,2020-05-21T04:00:00+00:00,2020-05-21T04:00:00+00:00,Introduced in Senate
Tribal Energy Reauthorization Act,2019-10-16T04:00:00+00:00,2020-12-10T05:00:00+00:00,Committee on Indian Affairs. Reported by Senator Hoeven with an amendment in the nature of a substitute. With written report No. 116-310.
