HONEST Enterprise Act,2021-06-24T04:00:00+00:00,2021-06-25T04:00:00+00:00,Referred to the Subcommittee on Consumer Protection and Commerce.
"A bill to require the Secretary of Agriculture to convene a blue ribbon panel to review the forest inventory and analysis program of the Forest Service, and for other purposes.",2021-07-22T04:00:00+00:00,2021-07-22T04:00:00+00:00,Introduced in Senate
Surface Transportation Research and Development Act of 2021,2021-05-28T04:00:00+00:00,2021-06-01T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Fostering and Realizing Electrification by Encouraging Zero Emission Refrigeration Trucks Act of 2021,2021-02-24T05:00:00+00:00,2021-02-24T05:00:00+00:00,Introduced in Senate
No Land Grab Act of 2021,2021-05-18T04:00:00+00:00,2021-05-18T04:00:00+00:00,Introduced in Senate
Protecting our Students in Schools Act of 2021,2021-06-10T04:00:00+00:00,2021-06-10T04:00:00+00:00,Introduced in Senate
Flood Mapping Modernization and Homeowner Empowerment Pilot Program Act of 2021,2021-05-12T04:00:00+00:00,2021-05-12T04:00:00+00:00,Introduced in Senate
"United States Climate Leadership in International Mitigation, Adaptation, and Technology Enhancement Act of 2021",2021-04-19T04:00:00+00:00,2021-12-15T05:00:00+00:00,Committee on Homeland Security and Governmental Affairs. Ordered to be reported favorably.
Success in the Middle Act of 2021,2021-03-11T05:00:00+00:00,2021-03-11T05:00:00+00:00,Introduced in House
Women and Climate Change Act of 2021,2021-01-11T05:00:00+00:00,2021-02-02T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
National Climate Service Corps and Careers Network Act of 2021,2021-06-29T04:00:00+00:00,2021-06-29T04:00:00+00:00,Introduced in House
No Taxpayer Funding for Paris Climate Agreement Act,2021-02-23T05:00:00+00:00,2021-02-23T05:00:00+00:00,Introduced in Senate
Paris Climate Accord Accountability Act,2021-01-25T05:00:00+00:00,2021-01-25T05:00:00+00:00,Introduced in House
"Monarch Action, Recovery, and Conservation of Habitat Act of 2021",2021-03-17T04:00:00+00:00,2021-07-29T04:00:00+00:00,Subcommittee Hearings Held.
Educational Partnerships for Innovation in Communities Program Authorization Act,2021-05-04T04:00:00+00:00,2021-05-05T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Federal Flood Risk Management Act of 2021,2021-05-18T04:00:00+00:00,2021-05-18T04:00:00+00:00,Introduced in Senate
Federal Labs Modernization Act of 2021,2021-03-08T05:00:00+00:00,2021-03-08T05:00:00+00:00,Introduced in House
Clean Energy Victory Bond Act of 2021,2021-06-15T04:00:00+00:00,2021-06-15T04:00:00+00:00,Introduced in Senate
Climate Risk Disclosure Act of 2021,2021-04-15T04:00:00+00:00,2021-05-20T04:00:00+00:00,Reported (Amended) by the Committee on Financial Services. H. Rept. 117-39.
Farmers Fighting Climate Change Act,2021-04-12T04:00:00+00:00,2021-04-12T04:00:00+00:00,Introduced in House
A resolution declaring racism a public health crisis.,2021-04-22T04:00:00+00:00,2021-04-22T04:00:00+00:00,Introduced in Senate
National Science Foundation for the Future Act,2021-03-26T04:00:00+00:00,2021-07-12T04:00:00+00:00,"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
Full-Service Community School Expansion Act of 2021,2021-02-23T05:00:00+00:00,2021-02-23T05:00:00+00:00,Introduced in Senate
A resolution expressing the sense of the Senate that it is the duty of the Federal Government to dramatically expand and strengthen the care economy.,2021-03-01T05:00:00+00:00,2021-03-01T05:00:00+00:00,Introduced in Senate
A resolution celebrating the 149th anniversary of Arbor Day.,2021-04-29T04:00:00+00:00,2021-05-20T04:00:00+00:00,Senate Committee on the Judiciary discharged by Unanimous Consent.
Paris Transparency and Accountability Act,2021-04-15T04:00:00+00:00,2021-04-15T04:00:00+00:00,Introduced in House
Sustainable Aviation Fuel Act,2021-02-03T05:00:00+00:00,2021-02-04T05:00:00+00:00,Referred to the Subcommittee on Aviation.
"A bill to amend title 31, United States Code, to provide for the issuance of Green Bonds and to establish the United States Green Bank, and for other purposes.",2021-04-19T04:00:00+00:00,2021-04-19T04:00:00+00:00,Introduced in Senate
Federal Building Clean Jobs Act of 2021,2021-03-18T04:00:00+00:00,2021-06-16T04:00:00+00:00,Referred to the Subcommittee on Oversight and Investigations.
Extending Government Funding and Delivering Emergency Assistance Act,2021-09-21T04:00:00+00:00,2021-09-21T04:00:00+00:00,Introduced in House
Expressing the sense of Congress that hydropower is an essential renewable resource and the United States should protect existing hydropower resources.,2021-02-05T05:00:00+00:00,2021-02-08T05:00:00+00:00,Referred to the Subcommittee on Energy.
Sustainable International Financial Institutions Act of 2021,2021-10-28T04:00:00+00:00,2021-10-28T04:00:00+00:00,Introduced in Senate
Protecting America’s Meatpacking Workers Act of 2021,2021-12-13T05:00:00+00:00,2022-01-04T05:00:00+00:00,Referred to the Subcommittee on Livestock and Foreign Agriculture.
Domestic Energy Crisis Relief Act,2021-12-09T05:00:00+00:00,2021-12-09T05:00:00+00:00,Introduced in Senate
Save Our Future Act,2021-06-16T04:00:00+00:00,2021-06-16T04:00:00+00:00,Introduced in Senate
"Acknowledging that in the aftermath of September 11, 2001, individuals experienced hate and were targeted by the government on account of their faith, race, national origin and immigration status, and suggesting various forms of relief to support those affected.",2021-09-10T04:00:00+00:00,2021-09-13T04:00:00+00:00,Referred to the Subcommittee on Health.
Outdoor Restoration Partnership Act of 2021,2021-04-20T04:00:00+00:00,2021-06-15T04:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Federal Agency Climate PREP Act of 2021,2021-11-03T04:00:00+00:00,2021-11-03T04:00:00+00:00,Introduced in Senate
BE HEARD in the Workplace Act,2021-11-17T05:00:00+00:00,2021-11-17T05:00:00+00:00,Introduced in Senate
"Expressing support for honoring Earth Day, and for other purposes.",2021-04-22T04:00:00+00:00,2021-04-23T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Climate Action Planning for Ports Act of 2021,2021-02-05T05:00:00+00:00,2021-02-08T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Sustainable Aviation Fuel Act,2021-05-13T04:00:00+00:00,2021-05-13T04:00:00+00:00,Introduced in Senate
Teacher Diversity and Retention Act,2021-02-22T05:00:00+00:00,2021-02-22T05:00:00+00:00,Introduced in House
The Civilian Climate Corps for Jobs and Justice Act,2021-04-20T04:00:00+00:00,2021-04-20T04:00:00+00:00,Introduced in House
National Dam and Hydropower Safety Improvements Act of 2021,2021-04-01T04:00:00+00:00,2021-04-02T04:00:00+00:00,Referred to the Subcommittee on Energy.
STARTER Act 2.0,2021-05-19T04:00:00+00:00,2021-05-20T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Climate and Health Protection Act,2021-06-16T04:00:00+00:00,2021-06-17T04:00:00+00:00,Referred to the Subcommittee on Health.
Addressing Climate Financial Risk Act of 2021,2021-03-03T05:00:00+00:00,2021-03-03T05:00:00+00:00,Introduced in House
National Strategic and Critical Minerals Production Act of 2021,2021-05-14T04:00:00+00:00,2021-06-18T04:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
Conservation and Innovative Climate Partnership Act of 2021,2021-04-16T04:00:00+00:00,2021-06-15T04:00:00+00:00,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research."
Combating Sexual Harassment in Science Act of 2021,2021-04-27T04:00:00+00:00,2021-04-27T04:00:00+00:00,Introduced in Senate
FEMA Climate Change Preparedness Act,2021-02-03T05:00:00+00:00,2021-02-04T05:00:00+00:00,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
Regional Greenhouse Gas Reduction Act of 2021,2021-03-25T04:00:00+00:00,2021-03-25T04:00:00+00:00,Introduced in Senate
Net-Negative Carbon Dioxide Baseload Power Act,2021-07-30T04:00:00+00:00,2021-08-02T04:00:00+00:00,Referred to the Subcommittee on Energy.
Clean Energy Victory Bond Act of 2021,2021-06-15T04:00:00+00:00,2021-06-16T04:00:00+00:00,Referred to the Subcommittee on Energy.
Water for Conservation and Farming Act,2021-03-24T04:00:00+00:00,2022-05-25T04:00:00+00:00,Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held.
Protecting American Energy Jobs Act,2021-02-05T05:00:00+00:00,2021-03-03T05:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Climate Readiness Act of 2021,2021-12-27T05:00:00+00:00,2021-12-27T05:00:00+00:00,Introduced in House
San Francisco Bay Restoration Act of 2021,2021-05-27T04:00:00+00:00,2021-05-27T04:00:00+00:00,Introduced in Senate
Expressing the moral responsibility of the Congress to end adult and child poverty in the United States.,2021-01-28T05:00:00+00:00,2021-01-28T05:00:00+00:00,Introduced in House
"Honoring the life and work of Cecil Corbin-Mark, a highly respected leader in the environmental justice movement, whose lifelong dedication to combating systemic racism and economic disparities serves as an inspiration for all people.",2021-02-26T05:00:00+00:00,2021-02-26T05:00:00+00:00,Introduced in House
Saline Lake Ecosystems in the Great Basin States Program Act of 2021,2021-04-29T04:00:00+00:00,2021-04-29T04:00:00+00:00,Introduced in Senate
Energy Resilient Communities Act,2021-01-25T05:00:00+00:00,2021-02-02T05:00:00+00:00,Referred to the Subcommittee on Energy.
Department of State Inclusivity Act of 2021,2021-12-16T05:00:00+00:00,2021-12-16T05:00:00+00:00,Introduced in Senate
"Department of Homeland Security Appropriations Act, 2022",2021-10-25T04:00:00+00:00,2021-10-25T04:00:00+00:00,Introduced in Senate
Counseling Not Criminalization in Schools Act,2021-06-17T04:00:00+00:00,2021-06-17T04:00:00+00:00,Introduced in Senate
Guaranteeing Ukrainian Autonomy by Reinforcing its Defense (GUARD) Act of 2021,2021-12-15T05:00:00+00:00,2021-12-15T05:00:00+00:00,Introduced in Senate
Green New Deal for Public Housing Act,2021-04-19T04:00:00+00:00,2021-04-19T04:00:00+00:00,Introduced in House
Corporate Governance Improvement and Investor Protection Act,2021-02-18T05:00:00+00:00,2021-06-17T04:00:00+00:00,"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
Energy Efficient Public Buildings Act of 2021,2021-03-17T04:00:00+00:00,2021-03-18T04:00:00+00:00,Referred to the Subcommittee on Energy.
STEM Opportunities Act,2021-06-24T04:00:00+00:00,2021-06-24T04:00:00+00:00,Introduced in Senate
Twenty-First Century Dams Act,2021-07-15T04:00:00+00:00,2021-07-15T04:00:00+00:00,Introduced in Senate
FLOODS Act,2021-02-26T05:00:00+00:00,2021-04-07T04:00:00+00:00,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
Civilian Climate Corps for Jobs and Justice Act,2021-04-20T04:00:00+00:00,2021-04-20T04:00:00+00:00,Introduced in Senate
Expressing support for the 2021 United Nations Climate Change Conference in Glasgow and reaffirming the United States commitment to international cooperation combating climate change.,2021-10-28T04:00:00+00:00,2021-10-29T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Supporting the goals and ideals of National Engineers Week.,2021-02-25T05:00:00+00:00,2021-02-25T05:00:00+00:00,Introduced in House
Office of Manufacturing and Industrial Innovation Policy Act of 2021,2021-03-25T04:00:00+00:00,2021-03-25T04:00:00+00:00,Introduced in Senate
Future of Agricultural Resiliency And Modernization Act,2021-07-28T04:00:00+00:00,2021-08-18T04:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Providing amounts for the expenses of the Select Committee on the Climate Crisis in the One Hundred Seventeenth Congress.,2021-03-19T04:00:00+00:00,2021-03-19T04:00:00+00:00,Introduced in House
Tax on Wall Street Speculation Act,2021-04-21T04:00:00+00:00,2021-04-21T04:00:00+00:00,Introduced in House
Green New Deal for Public Schools Act of 2021,2021-07-16T04:00:00+00:00,2021-07-16T04:00:00+00:00,Introduced in House
Comprehensive Mental Health in Schools Pilot Program Act of 2021,2021-09-14T04:00:00+00:00,2021-09-14T04:00:00+00:00,Introduced in Senate
National Institutes of Clean Energy Act of 2021,2021-05-28T04:00:00+00:00,2021-05-28T04:00:00+00:00,Introduced in House
"A resolution supporting the designation of the week of April 26 through April 30, 2021, as ""National Specialized Instructional Support Personnel Appreciation Week"".",2021-04-27T04:00:00+00:00,2021-04-27T04:00:00+00:00,Introduced in Senate
"Recognizing that the climate crisis is disproportionately affecting the health, economic opportunity, and fundamental rights of children, recognizing the importance of renewed leadership by the United States in addressing the climate crisis, and recognizing the need of the United States to develop a national, comprehensive, and science-based climate recovery plan to phase out fossil fuel emissions, protect and enhance natural sequestration, and put the United States on a path towards stabilizing the climate system.",2021-04-21T04:00:00+00:00,2021-04-22T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Calling on President Biden to immediately implement his radical climate agenda at the White House by prohibiting use of petroleum-based products and energy sources.,2021-02-24T05:00:00+00:00,2021-02-25T05:00:00+00:00,Referred to the Subcommittee on Energy.
"To amend title 31, United States Code, to provide for the issuance of Green Bonds and to establish the United States Green Bank, and for other purposes.",2021-04-19T04:00:00+00:00,2021-04-20T04:00:00+00:00,Referred to the Subcommittee on Energy.
Environmental Justice Act of 2021,2021-04-08T04:00:00+00:00,2021-10-19T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Global Climate Change Diplomacy Act,2021-04-28T04:00:00+00:00,2021-04-30T04:00:00+00:00,"Referred to the Subcommittee on Europe, Energy, the Environment and Cyber."
Climate Solutions Act of 2021,2021-12-30T05:00:00+00:00,2021-12-31T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Climate Smart Ports Act of 2021,2021-02-03T05:00:00+00:00,2021-02-03T05:00:00+00:00,Introduced in Senate
RESTORE Act of 2021,2021-04-16T04:00:00+00:00,2021-10-19T04:00:00+00:00,"Referred to the Subcommittee on Courts, Intellectual Property, and the Internet."
Climate Resilient Communities Act,2021-03-16T04:00:00+00:00,2021-03-17T04:00:00+00:00,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
STOP Bullying Act,2021-01-28T05:00:00+00:00,2021-01-28T05:00:00+00:00,Introduced in House
River Democracy Act of 2021,2021-02-03T05:00:00+00:00,2021-06-23T04:00:00+00:00,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.
Clean Energy Innovation and Deployment Act of 2021,2021-07-01T04:00:00+00:00,2021-10-01T04:00:00+00:00,Executive Comment Requested from Def Nuc Agcy.
Living Shorelines Act,2021-06-29T04:00:00+00:00,2021-07-24T04:00:00+00:00,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
Wildfire Emergency Act of 2021,2021-09-22T04:00:00+00:00,2021-10-21T04:00:00+00:00,Committee on Energy and Natural Resources. Hearings held.
Housing Is a Human Right Act of 2021,2021-06-08T04:00:00+00:00,2021-06-08T04:00:00+00:00,Introduced in House
Climate Change Resiliency Fund for America Act of 2021,2021-03-18T04:00:00+00:00,2021-03-18T04:00:00+00:00,Introduced in Senate
International Nuclear Energy Financing Act of 2021,2021-03-08T05:00:00+00:00,2021-03-08T05:00:00+00:00,Introduced in House
Climate Change Health Protection and Promotion Act of 2021,2021-05-19T04:00:00+00:00,2021-05-19T04:00:00+00:00,Introduced in Senate
Environmental Justice For All Act,2021-03-18T04:00:00+00:00,2021-03-18T04:00:00+00:00,Introduced in Senate
National Domestic Violence Prevention Action Plan Act of 2021,2021-10-27T04:00:00+00:00,2021-10-27T04:00:00+00:00,Introduced in House
Green Neighborhoods Act of 2021,2021-06-24T04:00:00+00:00,2021-06-24T04:00:00+00:00,Introduced in House
Protecting America’s Meatpacking Workers Act of 2021,2021-11-30T05:00:00+00:00,2021-11-30T05:00:00+00:00,Introduced in Senate
Climate Smart Ports Act,2021-01-28T05:00:00+00:00,2021-02-02T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Environmental Justice Act of 2021,2021-08-05T04:00:00+00:00,2021-08-05T04:00:00+00:00,Introduced in Senate
Recognizing the forthcoming centennial of the 1921 Tulsa Race Massacre.,2021-05-14T04:00:00+00:00,2021-05-18T21:42:42+00:00,"Passed/agreed to in House: Pursuant to the provisions of H. Res. 403, H. Res. 398 is considered passed House.(consideration: CR H2481-2482; text: CR H2481-2482)"
"To provide that section 216 of Executive Order 14008 shall have no force or effect, and for other purposes.",2021-08-17T04:00:00+00:00,2021-08-17T04:00:00+00:00,Introduced in House
GREEN Streets Act,2021-07-19T04:00:00+00:00,2021-07-20T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Targeting Environmental and Climate Recklessness Act of 2021,2021-05-14T04:00:00+00:00,2021-11-09T05:00:00+00:00,Referred to the Subcommittee on Immigration and Citizenship.
Arctic Diplomacy Act of 2021,2021-05-20T04:00:00+00:00,2021-05-20T04:00:00+00:00,Introduced in House
American High-Speed Rail Act,2021-03-11T05:00:00+00:00,2021-03-12T05:00:00+00:00,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials."
"Supporting the goals and ideals of GLSEN's 2021 Day of Silence in bringing attention to anti-lesbian, gay, bisexual, transgender, queer, and questioning (LGBTQ+) name-calling, bullying, and harassment faced by individuals in schools.",2021-04-19T04:00:00+00:00,2021-10-19T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
Water Quality Protection and Job Creation Act of 2021,2021-03-16T04:00:00+00:00,2021-06-22T04:00:00+00:00,Reported (Amended) by the Committee on Transportation and Infrastructure. H. Rept. 117-69.
Patsy T. Mink and Louise M. Slaughter Gender Equity in Education Act of 2021,2021-06-23T04:00:00+00:00,2021-06-23T04:00:00+00:00,Introduced in Senate
Calling on President Biden to immediately implement his radical climate agenda at the White House by prohibiting use of petroleum-based products and energy sources.,2021-02-23T05:00:00+00:00,2021-02-24T05:00:00+00:00,Referred to the Subcommittee on Energy.
Protection from Cumulative Emissions and Underenforcement of Environmental Law Act of 2021,2021-04-08T04:00:00+00:00,2021-04-13T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
PEAKER Act of 2021,2021-05-11T04:00:00+00:00,2021-05-11T04:00:00+00:00,Introduced in Senate
Sustainable Investment Policies Act of 2021,2021-05-28T04:00:00+00:00,2021-05-28T04:00:00+00:00,Introduced in House
Rapid Response to Climate Impacts Act,2021-04-28T04:00:00+00:00,2021-04-28T04:00:00+00:00,Introduced in House
Green Climate Fund Authorization Act of 2021,2021-04-22T04:00:00+00:00,2021-04-30T04:00:00+00:00,"Referred to the Subcommittee on Europe, Energy, the Environment and Cyber."
SAFE Act,2021-04-28T04:00:00+00:00,2021-04-28T04:00:00+00:00,Introduced in Senate
"Expressing that the United States must establish electricity as a basic human right and public good, and eradicate the reliance on monopolized, profit-driven utility corporations and providers and the flawed regulatory regime that has failed to regulate these utilities in the public interest.",2021-06-04T04:00:00+00:00,2021-06-07T04:00:00+00:00,Referred to the Subcommittee on Energy.
Climate Change Financial Risk Act of 2021,2021-05-27T04:00:00+00:00,2021-05-27T04:00:00+00:00,Introduced in Senate
PFAS Action Act of 2021,2021-04-13T04:00:00+00:00,2021-07-22T04:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.
Defending Keystone Jobs Act,2021-06-09T04:00:00+00:00,2021-06-09T04:00:00+00:00,Introduced in Senate
Strategic Competition Act of 2021,2021-04-15T04:00:00+00:00,2021-05-10T04:00:00+00:00,Committee on Foreign Relations. Reported by Senator Menendez with an amendment in the nature of a substitute. Without written report.
City and State Diplomacy Act,2021-10-26T04:00:00+00:00,2021-10-26T04:00:00+00:00,Introduced in Senate
Recognizing the duty of the Federal Government to create a Federal job guarantee.,2021-02-22T05:00:00+00:00,2021-02-22T05:00:00+00:00,Introduced in House
Green New Deals for Cities Act of 2021,2021-04-19T04:00:00+00:00,2021-10-19T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
National Climate Service Corps and Careers Network Act of 2021,2021-05-27T04:00:00+00:00,2021-05-27T04:00:00+00:00,Introduced in Senate
"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2022",2021-10-26T04:00:00+00:00,2021-10-26T04:00:00+00:00,Introduced in Senate
GREEN Building Jobs Act of 2021,2021-03-18T04:00:00+00:00,2021-03-18T04:00:00+00:00,Introduced in Senate
Targeting Environmental and Climate Recklessness Act of 2021,2021-04-28T04:00:00+00:00,2021-04-28T04:00:00+00:00,Introduced in Senate
EAGLE Act,2021-05-25T04:00:00+00:00,2021-07-15T04:00:00+00:00,Committee Consideration and Mark-up Session Held.
Honduras Human Rights and Anti-Corruption Act of 2021,2021-04-21T04:00:00+00:00,2021-10-19T04:00:00+00:00,Referred to the Subcommittee on Immigration and Citizenship.
Climate Risk Disclosure Act of 2021,2021-04-19T04:00:00+00:00,2021-09-14T04:00:00+00:00,"Committee on Banking, Housing, and Urban Affairs. Hearings held."
Civics Learning Act of 2021,2021-05-20T04:00:00+00:00,2021-05-20T04:00:00+00:00,Introduced in House
Federal Agency Climate PREP Act,2021-10-05T04:00:00+00:00,2021-12-02T05:00:00+00:00,Committee Consideration and Mark-up Session Held.
Expressing the sense of the House of Representatives that the Paris Agreement shall have no effect in the United States until it is renegotiated to ensure the world's largest emitters of greenhouse gases reduce their greenhouse gas emissions and receives the advice and consent to ratification of the United States Senate.,2021-01-21T05:00:00+00:00,2021-01-21T05:00:00+00:00,Introduced in House
U.S. Citizenship Act,2021-02-22T05:00:00+00:00,2021-02-22T05:00:00+00:00,Introduced in Senate
Green New Deal for Public Housing Act,2021-04-19T04:00:00+00:00,2021-04-19T04:00:00+00:00,Introduced in Senate
Climate Change Education Act,2021-03-25T04:00:00+00:00,2021-03-25T04:00:00+00:00,Introduced in Senate
Insular Area Climate Change Act,2021-08-04T04:00:00+00:00,2021-08-04T04:00:00+00:00,Introduced in Senate
"A resolution reaffirming the partnership between the United States and the Dominican Republic and advancing opportunities to deepen diplomatic, economic, and security cooperation between the two nations.",2021-12-07T05:00:00+00:00,2021-12-07T05:00:00+00:00,Introduced in Senate
Civics Learning Act of 2021,2021-01-21T05:00:00+00:00,2021-01-21T05:00:00+00:00,Introduced in House
Climate Stewardship Act of 2021,2021-04-14T04:00:00+00:00,2021-06-08T04:00:00+00:00,"Referred to the Subcommittee on National Parks, Forests, and Public Lands."
Recognizing the duty of the Federal Government to create a Green New Deal.,2021-04-20T04:00:00+00:00,2021-10-19T04:00:00+00:00,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties."
WPA Act,2021-02-25T05:00:00+00:00,2021-02-25T05:00:00+00:00,Introduced in House
International Pandemic Preparedness and COVID–19 Response Act of 2021,2021-06-24T04:00:00+00:00,2021-07-30T04:00:00+00:00,Committee on Foreign Relations. Reported by Senator Menendez with an amendment in the nature of a substitute. Without written report.
"To prohibit the Department of Health and Human Services from using any Federal funds to create or maintain an office to address climate and health equity, or for any climate change program, project, or activity.",2021-09-24T04:00:00+00:00,2021-09-27T04:00:00+00:00,Referred to the Subcommittee on Health.
Break Free From Plastic Pollution Act of 2021,2021-03-25T04:00:00+00:00,2021-03-25T04:00:00+00:00,Introduced in Senate
Resilient Ports Act,2021-05-07T04:00:00+00:00,2021-05-10T04:00:00+00:00,Referred to the Subcommittee on Coast Guard and Maritime Transportation.
Native Plant Species Pilot Program Act of 2021,2021-03-03T05:00:00+00:00,2022-06-14T04:00:00+00:00,Subcommittee Hearings Held.
Clean Energy Future Through Innovation Act of 2021,2021-06-24T04:00:00+00:00,2021-06-29T04:00:00+00:00,Referred to the Subcommittee on Energy.
Asuncion Valdivia Heat Illness and Fatality Prevention Act of 2021,2021-04-12T04:00:00+00:00,2021-04-12T04:00:00+00:00,Introduced in Senate
Watershed Results Act,2021-09-22T04:00:00+00:00,2021-09-22T04:00:00+00:00,Introduced in Senate
Energy Innovation and Carbon Dividend Act of 2021,2021-04-01T04:00:00+00:00,2021-04-02T04:00:00+00:00,Referred to the Subcommittee on Energy.
"Adopting the Rules of the House of Representatives for the One Hundred Seventeenth Congress, and for other purposes.",2021-01-04T05:00:00+00:00,2021-01-04T21:51:37+00:00,Motion to reconsider laid on the table Agreed to without objection.
Encouraging the Architect of the Capitol to transition to the exclusive use of electricity derived from renewable energy sources to power the United States Capitol Complex by 2032.,2021-03-26T04:00:00+00:00,2021-03-29T04:00:00+00:00,Referred to the Subcommittee on Water Resources and Environment.
Climate Stewardship Act of 2021,2021-04-12T04:00:00+00:00,2021-04-12T04:00:00+00:00,Introduced in Senate
START Act,2021-09-03T04:00:00+00:00,2021-09-07T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
"Build Local, Hire Local Act",2021-05-25T04:00:00+00:00,2021-05-25T04:00:00+00:00,Introduced in Senate
NO EXHAUST Act of 2021,2021-04-26T04:00:00+00:00,2021-04-27T04:00:00+00:00,Referred to the Subcommittee on Energy.
America's Clean Future Fund Act,2021-03-10T05:00:00+00:00,2021-03-10T05:00:00+00:00,Introduced in Senate
Expressing the sense of the House of Representatives that the United States Trade Representative should promptly resume negotiations to conclude the Environmental Goods Agreement.,2021-04-08T04:00:00+00:00,2021-04-08T04:00:00+00:00,Introduced in House
Intelligence Authorization Act for Fiscal Year 2022,2021-09-29T04:00:00+00:00,2021-10-28T04:00:00+00:00,Reported (Amended) by the Committee on Intelligence. H. Rept. 117-156.
Combating Sexual Harassment in Science Act,2021-04-20T04:00:00+00:00,2021-05-19T04:00:00+00:00,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation."
LIFT America Act,2021-03-11T05:00:00+00:00,2022-01-20T05:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
"Recognizing World Oceans Day and the necessity to protect, conserve, maintain, and rebuild our ocean and its resources.",2021-06-08T04:00:00+00:00,2021-06-09T04:00:00+00:00,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
Department of Energy Science for the Future Act,2021-05-28T04:00:00+00:00,2021-07-12T04:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.
"Commemorating the 70th anniversary of the signing of the Security Treaty among Australia, New Zealand, and the United States of America.",2021-09-03T04:00:00+00:00,2021-10-12T04:00:00+00:00,"Referred to the Subcommittee on Asia, the Pacific, Central Asia and Nonproliferation."
California Land Protection Act,2021-01-25T05:00:00+00:00,2021-02-18T05:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
Expressing the sense of the House of Representatives related to the Department of Defense's consideration of the Intergovernmental Panel on Climate Change report.,2021-09-17T04:00:00+00:00,2021-09-17T04:00:00+00:00,Introduced in House
Wildfire Emergency Act of 2021,2021-05-26T04:00:00+00:00,2021-05-26T04:00:00+00:00,Introduced in Senate
Guaranteeing Ukrainian Autonomy by Reinforcing its Defense (GUARD) Act of 2022,2022-01-10T05:00:00+00:00,2022-01-10T05:00:00+00:00,Introduced in House
Civilian Climate Corps Act of 2021,2021-03-25T04:00:00+00:00,2021-03-25T04:00:00+00:00,Introduced in Senate
Justice for Black Farmers Act of 2021,2021-02-08T05:00:00+00:00,2021-02-08T05:00:00+00:00,Introduced in Senate
Oversight of Independent Review Commission Recommendations Act,2021-12-09T05:00:00+00:00,2021-12-09T05:00:00+00:00,Introduced in House
Securing American Leadership in Science and Technology Act of 2021,2021-03-23T04:00:00+00:00,2021-03-23T04:00:00+00:00,Introduced in House
Clean Energy and Sustainability Accelerator Act,2021-02-04T05:00:00+00:00,2021-03-03T05:00:00+00:00,"Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit."
Shovel-Ready Restoration Grants for Coastlines and Fisheries Act of 2021,2021-02-01T05:00:00+00:00,2021-06-22T04:00:00+00:00,Committee Hearings Held.
Aviation Noise and Emissions Mitigation Act,2021-11-18T05:00:00+00:00,2021-11-19T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
A resolution recognizing the duty of the Federal Government to create a Green New Deal.,2021-04-20T04:00:00+00:00,2021-04-20T04:00:00+00:00,Introduced in Senate
Paris Climate Agreement Disclosure Act,2021-03-10T05:00:00+00:00,2021-03-10T05:00:00+00:00,Introduced in House
