,id_x,identifier,title,classification_x,subject,session_identifier,jurisdiction,organization_classification,bill_id,id_y,organization_id,description,date,classification_y,order
45834,ocd-bill/750a758d-86c4-4bd8-9d9b-1b2536bdcf99,HB 1473,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/750a758d-86c4-4bd8-9d9b-1b2536bdcf99,7539e40a-80f8-4968-92e0-1df580322bdf,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
35187,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,HB 1449,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,a169e2f3-a1b1-4b73-8d7b-a66cf49849b2,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
59772,ocd-bill/8725bf11-e0dc-43ba-85b0-fed4c38bd652,HB 1458,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/8725bf11-e0dc-43ba-85b0-fed4c38bd652,f56eb931-35ba-4c01-bdd4-11954d21fca7,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
96177,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,HB 1484,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,78e1ef2f-e6d8-4ecf-9ce8-0849b4460058,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
44204,ocd-bill/d1ddf34a-371f-42b4-8717-34a4dce49229,HB 1457,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/d1ddf34a-371f-42b4-8717-34a4dce49229,dd4135da-00a1-4cce-8e06-1fe547ad1a06,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
138411,ocd-bill/61b7ac41-6d05-4c41-ae6e-1de1336c39f4,HB 1466,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/61b7ac41-6d05-4c41-ae6e-1de1336c39f4,9261bd2e-b16b-4254-9277-3d944057ddbc,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
23276,ocd-bill/94e8f0a4-4852-4efd-8b6f-32f7ed81641e,HB 1453,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/94e8f0a4-4852-4efd-8b6f-32f7ed81641e,b169600a-96bb-4ffd-9861-7a7b7860c372,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
95583,ocd-bill/9a4caac8-d0d9-4cc7-8be3-7010b2969884,HB 1445,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/9a4caac8-d0d9-4cc7-8be3-7010b2969884,37dcf778-cd7c-46cb-8e13-c7397ffd35d9,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
111091,ocd-bill/39028420-ee7d-4d7c-b901-613ce83e9acc,HB 1470,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/39028420-ee7d-4d7c-b901-613ce83e9acc,6450a0f0-6633-4a79-adc7-ab2b6102035c,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
74482,ocd-bill/2d3c387a-7824-495a-a79a-e68a496bc526,HB 1488,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/2d3c387a-7824-495a-a79a-e68a496bc526,0cb8f73c-299f-48b3-93f7-03f356875a6d,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
66274,ocd-bill/da0653f8-1ffa-4016-9eab-bee0a61863c7,HB 1452,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/da0653f8-1ffa-4016-9eab-bee0a61863c7,8306bb36-b0b2-4e43-a50e-e41b3455ff0d,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
54503,ocd-bill/2e3ae7ef-633a-4eff-88b7-cc13d9261b33,HB 1460,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/2e3ae7ef-633a-4eff-88b7-cc13d9261b33,fdf3243f-30e0-46b5-8e78-6e550f949dd2,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
27827,ocd-bill/38c08b9d-12a7-4331-9e58-0e71cccbe770,HB 1482,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/38c08b9d-12a7-4331-9e58-0e71cccbe770,1bf206e1-2da9-46b0-9f13-de2b1fee13b2,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
74422,ocd-bill/642a221a-e658-45bf-9d50-c0bb294ddb59,HB 1471,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/642a221a-e658-45bf-9d50-c0bb294ddb59,87ab7363-e10f-4d8f-a914-f5c584dd54f6,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
127606,ocd-bill/a114ecea-6755-4007-8870-a3a392f72cb4,HB 1469,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/a114ecea-6755-4007-8870-a3a392f72cb4,d519be86-3a2f-4e70-8af5-1ab9c9d5e206,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
28272,ocd-bill/6bbe0fd9-0fac-48f4-9bec-61da4a99d46b,HB 1456,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/6bbe0fd9-0fac-48f4-9bec-61da4a99d46b,e36da15a-cc2d-4390-ac36-edb3a07d6d3a,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
2279,ocd-bill/dd40d17b-0096-486d-8292-5e919786fa30,HB 1462,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/dd40d17b-0096-486d-8292-5e919786fa30,91c51e92-0814-4157-9a14-342a859f1122,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
27984,ocd-bill/434a32ea-62da-4d7c-bd4c-d6de54e6e68a,HB 1451,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/434a32ea-62da-4d7c-bd4c-d6de54e6e68a,385bccb5-d4a1-4fc0-a956-1ae8129cff83,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
72785,ocd-bill/a969b05f-2b63-422a-93b7-94b65bfbe7e0,HB 1729,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/a969b05f-2b63-422a-93b7-94b65bfbe7e0,19179062-521d-42cd-9908-ed56282dc94b,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Ann M. Williams,2021-02-11,['filing'],0
116061,ocd-bill/6512c14f-5ef0-4744-ac02-161a3ea78a37,HB 1490,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/6512c14f-5ef0-4744-ac02-161a3ea78a37,82362fc4-f738-4294-83d7-7a32028f190c,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
72648,ocd-bill/692d8781-6218-488e-86c2-e1a24ea78a19,HB 1461,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/692d8781-6218-488e-86c2-e1a24ea78a19,c58403ec-1d92-4081-8fff-7c0ce0ff7518,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
23300,ocd-bill/117d5cc5-af6c-4aeb-998b-542555bd336f,HB 1448,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/117d5cc5-af6c-4aeb-998b-542555bd336f,841e4c12-c951-417c-a999-656af557035b,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
72749,ocd-bill/80271df1-b9e3-433b-b985-0ee3bef7359e,HB 1478,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/80271df1-b9e3-433b-b985-0ee3bef7359e,b2ee9f4c-6af6-4533-96a0-261814d962af,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
27818,ocd-bill/b0e5b303-d4d8-4ff0-bf18-f74d5f3f991a,HB 1486,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/b0e5b303-d4d8-4ff0-bf18-f74d5f3f991a,439fbd73-1d36-43e6-a83a-1e74956479c6,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
129956,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,HB 1463,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,8f2fc3fb-572d-4434-82bf-c3af5256092b,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
114426,ocd-bill/ccefe89a-adf2-41a5-b85e-dc2381bc0a6b,HB 1447,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/ccefe89a-adf2-41a5-b85e-dc2381bc0a6b,a2a0280a-fd85-4587-a763-a140828ded97,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
90961,ocd-bill/9d589a11-3edc-405b-b364-222b1fb6446f,HB 1475,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/9d589a11-3edc-405b-b364-222b1fb6446f,64c13abd-339d-4c4c-a642-d45cb961ec39,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
111698,ocd-bill/7e91d95a-982f-4b22-ba10-f2805685f54d,HB 1459,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/7e91d95a-982f-4b22-ba10-f2805685f54d,22f29267-15dd-4edd-86ee-72254a7d2114,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
111892,ocd-bill/f5838728-22d3-4187-a8d5-19b1d67adcf3,HB 1468,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/f5838728-22d3-4187-a8d5-19b1d67adcf3,6d40cc69-d61a-40b6-8546-5245749a98a1,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Emanuel Chris Welch,2021-02-11,['filing'],0
93600,ocd-bill/a2f1e786-2e53-4111-9117-cfe70c30586f,HB 2122,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/a2f1e786-2e53-4111-9117-cfe70c30586f,0b916c81-fe0a-4958-acd6-6aa5680bb446,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
119163,ocd-bill/25f5aeba-7b3f-4819-96bf-9a68fc2ce86d,HB 2353,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/25f5aeba-7b3f-4819-96bf-9a68fc2ce86d,6e7f39f0-ee2e-41cf-8d74-bcf3fae1e859,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
23019,ocd-bill/7988867a-1aa6-448c-a9de-69732632cb08,HB 2108,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/7988867a-1aa6-448c-a9de-69732632cb08,4353fd99-cb63-4e57-8c5f-307320982443,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
124873,ocd-bill/67680e50-4b0f-412b-9b5a-412106d47446,HB 2127,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/67680e50-4b0f-412b-9b5a-412106d47446,78552f17-7867-49f5-bf4e-56151c94b17e,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
35114,ocd-bill/af6e9e2a-e898-4dfd-950f-6179c8ee20a4,HB 2124,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/af6e9e2a-e898-4dfd-950f-6179c8ee20a4,e5591296-1951-4f2e-beb6-307fed5e0b5e,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
23379,ocd-bill/f5a746e9-f373-4875-bdfa-b5190c81bc76,HB 2120,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/f5a746e9-f373-4875-bdfa-b5190c81bc76,cb612cca-c961-48f8-8c6f-94aa26990e14,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
23167,ocd-bill/23c54bc4-66a3-490d-8302-e9b95e50d85b,HB 2107,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/23c54bc4-66a3-490d-8302-e9b95e50d85b,88729985-74c3-4755-b2b8-cab37ae483d7,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
35906,ocd-bill/d4b4537b-789b-41e1-b250-b9e6155986e9,HB 2109,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/d4b4537b-789b-41e1-b250-b9e6155986e9,6ab25cbf-6787-4585-b35a-147278d67f90,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
67401,ocd-bill/1593d396-6188-4f42-8b28-43e9c910f127,HB 2116,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1593d396-6188-4f42-8b28-43e9c910f127,8d034cba-93b1-4e3a-be3c-196c1b0aa1ea,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
62546,ocd-bill/3a7b124e-a51b-4602-8c5c-8b956edd00aa,HB 2129,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3a7b124e-a51b-4602-8c5c-8b956edd00aa,7025a1ca-d6cd-4b2b-8297-62812fc7e04c,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
31727,ocd-bill/eee7e5dd-458e-42ce-9a21-5033b3bc5eb6,HB 2115,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/eee7e5dd-458e-42ce-9a21-5033b3bc5eb6,f2740521-353c-49f7-8067-36099f6566dc,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
31813,ocd-bill/c6d1b7b6-00ea-4e05-a9d8-1291f6d4e69d,HB 2117,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/c6d1b7b6-00ea-4e05-a9d8-1291f6d4e69d,74ed6fe8-e42e-451d-ba48-5d50a970fdfe,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
57816,ocd-bill/ce7a4541-c7e0-4c82-b851-e897cca079fc,HB 2112,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/ce7a4541-c7e0-4c82-b851-e897cca079fc,afb2a3c1-22a0-4f7c-9699-616eaf0ac80a,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
65299,ocd-bill/05914ac7-6873-4c15-90d2-4b9f4f23ce3b,HB 2106,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/05914ac7-6873-4c15-90d2-4b9f4f23ce3b,81794976-eb55-4e4d-b779-b7f5dd6be673,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
77124,ocd-bill/89edd50c-c902-4190-ad7c-281add48ead8,HB 2104,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/89edd50c-c902-4190-ad7c-281add48ead8,f1e43904-46ca-41c6-a3db-422edb1e4901,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
121386,ocd-bill/2af20b20-b45c-443e-a677-af37613b7f85,HB 2125,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/2af20b20-b45c-443e-a677-af37613b7f85,6753462f-67ab-478e-8c67-9340cdc41207,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
31898,ocd-bill/6da2a6f3-5766-4090-b793-261fa202d2e4,HB 2352,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/6da2a6f3-5766-4090-b793-261fa202d2e4,7447e36c-ac56-474c-be74-2536afae3389,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
67359,ocd-bill/7cae8b0e-aa81-4055-b249-11ca9731059b,HB 2113,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/7cae8b0e-aa81-4055-b249-11ca9731059b,7352629d-2e56-4d87-9a88-9d688e5844c3,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
59021,ocd-bill/dfc6c24d-2bf7-4d41-ba2b-f7445117f9bc,HB 2119,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/dfc6c24d-2bf7-4d41-ba2b-f7445117f9bc,2f268a1a-cd64-4954-86fa-55b35c4134bb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
105631,ocd-bill/b14582e4-acf4-427c-b50e-08f694374c39,HB 2126,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/b14582e4-acf4-427c-b50e-08f694374c39,f198fbe0-b851-4ee4-a947-5bbe2b6a725a,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
33267,ocd-bill/00459cfa-40ff-4eb7-a871-e872b248bb16,HB 2110,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/00459cfa-40ff-4eb7-a871-e872b248bb16,263265f5-ed72-48c9-8a78-c38575849440,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
33037,ocd-bill/aa7d8665-ec71-445b-814c-651b3709f680,HB 2121,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/aa7d8665-ec71-445b-814c-651b3709f680,e72cf8cb-c3cf-4d8e-8d03-d137163581f0,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
86445,ocd-bill/c7f94948-e42e-4a30-9d97-efbb7968d2de,HB 1825,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/c7f94948-e42e-4a30-9d97-efbb7968d2de,31dcb716-07c7-43ac-a0ee-13b479f2e7eb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Kathleen Willis,2021-02-16,['filing'],0
33454,ocd-bill/ba6a7af0-83e2-494d-aef9-243fb9d514f7,HB 2128,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/ba6a7af0-83e2-494d-aef9-243fb9d514f7,78958417-80b0-4ce9-9fe4-645e631bb3fe,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
92736,ocd-bill/8de5a460-a91e-4452-a6d6-afb8ac446cfa,HB 2114,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/8de5a460-a91e-4452-a6d6-afb8ac446cfa,37f2ca7e-5877-472d-a838-0bd1891196e0,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
63097,ocd-bill/09a76abc-ea71-45d4-bc2c-3352a56314d1,HB 2111,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/09a76abc-ea71-45d4-bc2c-3352a56314d1,f544f4f1-770e-4aa8-85b1-e4cf6bdc75cc,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
106651,ocd-bill/03f9a3b1-b42b-44cc-8509-990e7fe45bd5,HB 2105,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/03f9a3b1-b42b-44cc-8509-990e7fe45bd5,913af885-2c9d-48b1-92fb-5b5c5c720fb9,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
34046,ocd-bill/5e6e56ee-a73a-4765-ba48-d9f66a249c91,HB 2118,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/5e6e56ee-a73a-4765-ba48-d9f66a249c91,b4254622-1c20-4cd3-b26d-5f0a567b6dcb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
64008,ocd-bill/efa98798-efea-4dbf-a732-d42138fe5849,HB 2123,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/efa98798-efea-4dbf-a732-d42138fe5849,7f05bfa8-0bbf-4eca-9d04-c4c768a25008,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Jim Durkin,2021-02-16,['filing'],0
57514,ocd-bill/9dac2b47-cbad-4bdf-b6fb-794c36269ad6,HB 1467,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/9dac2b47-cbad-4bdf-b6fb-794c36269ad6,8381dcf2-9c33-4dde-8816-5c084836036e,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-17,['referral-committee'],2
67361,ocd-bill/7cae8b0e-aa81-4055-b249-11ca9731059b,HB 2113,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/7cae8b0e-aa81-4055-b249-11ca9731059b,8153f675-e1a6-4860-8b3a-21d7cdd3dbfd,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-17,['referral-committee'],2
57817,ocd-bill/ce7a4541-c7e0-4c82-b851-e897cca079fc,HB 2112,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/ce7a4541-c7e0-4c82-b851-e897cca079fc,bcb5267c-40a0-437b-90dc-fe1f9f078286,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-17,['reading-1'],1
57513,ocd-bill/9dac2b47-cbad-4bdf-b6fb-794c36269ad6,HB 1467,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/9dac2b47-cbad-4bdf-b6fb-794c36269ad6,60b77a7c-6a2c-4e0b-9cbb-94537f0bde53,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-17,['reading-1'],1
57818,ocd-bill/ce7a4541-c7e0-4c82-b851-e897cca079fc,HB 2112,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/ce7a4541-c7e0-4c82-b851-e897cca079fc,7baca282-7ba7-4646-8b5a-4cb653cd142b,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-17,['referral-committee'],2
66365,ocd-bill/ade91fd4-73ab-47fa-987b-8b19a39d42c8,SB 236,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ade91fd4-73ab-47fa-987b-8b19a39d42c8,d1586e6a-aac2-46f1-afe3-ace027dd06ec,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,"Filed with Secretary by Sen. Emil Jones, III",2021-02-17,['filing'],0
59023,ocd-bill/dfc6c24d-2bf7-4d41-ba2b-f7445117f9bc,HB 2119,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/dfc6c24d-2bf7-4d41-ba2b-f7445117f9bc,c2a735d8-3e7f-4aff-b0f4-e471ed240ef5,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-17,['referral-committee'],2
66293,ocd-bill/d3b94b91-0712-46da-bda3-fb39fd632839,SB 240,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d3b94b91-0712-46da-bda3-fb39fd632839,2c216d33-3f58-446e-aea5-f326ae27007a,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-17,['reading-1'],1
66292,ocd-bill/d3b94b91-0712-46da-bda3-fb39fd632839,SB 240,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d3b94b91-0712-46da-bda3-fb39fd632839,18bc74c1-bc5b-4100-8674-c9c9b0c8e748,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,"Filed with Secretary by Sen. Emil Jones, III",2021-02-17,['filing'],0
66276,ocd-bill/da0653f8-1ffa-4016-9eab-bee0a61863c7,HB 1452,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/da0653f8-1ffa-4016-9eab-bee0a61863c7,5d2b919f-5356-427c-8bf3-c77adcd581c8,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-17,['referral-committee'],2
